Donor,Recipient,mean_surv_to_flowering,mean_fruit_prod,mean_est_seed_prod_R,mean_surv_x_est_seed_prod_R,total_seed_count
BB_100,BB_031,0.4166666666666667,0.6666666666666666,0,0,0
BB_100,BB_113,0.5,0.5,0,0,0
BB_100,BB_135,0.5625,1,0.5569534172050322,0.730283585179052,6
BB_107,BB_123,0.5416666666666666,1,2.0172904896985524,2.394938523952299,12
BB_107,BB_151,0.5833333333333334,0.3333333333333333,1.596244131455399,2.349457058242843,6
BB_107,BB_179,0.875,1,0.7981220657276995,1.0069101678183614,3
BB_108,BB_069,0.3125,2,1.6073817325578577,1.1205165878758163,6
BB_108,BB_097,0.125,0,NA,NA,0
BB_108,BB_189,0.5416666666666666,2,2.8732394366197185,3.6248766041461016,9
BB_115,BB_020,0.625,1.5,0.7032295079940627,0.4902260071956696,7
BB_115,BB_077,0.4375,1,0.7426045562733763,0.4173049058166011,4
BB_115,BB_187,0.20833333333333334,0.6666666666666666,0,0,0
BB_122,BB_027,0.4375,0.5,0.2009227165697322,0.09337638232298469,3
BB_122,BB_126,0.375,1.5,1.0641627543035994,1.1187890753537348,4
BB_122,BB_208,0.375,0,NA,NA,0
BB_125,BB_024,0.20833333333333334,0.3333333333333333,0.2678969554263096,0.12450184309731292,4
BB_125,BB_051,0.5416666666666666,1,0.13302034428794993,0.11187890753537348,1
BB_125,BB_137,0.375,0,NA,NA,0
BB_130,BB_007,0.3333333333333333,0,NA,NA,0
BB_130,BB_048,0.125,1,0.31069018114695146,0.07668976095057223,5
BB_130,BB_120,0.7083333333333334,1.6666666666666667,0.10653320559383296,0.10983478265396387,3
BB_141,BB_003,0.625,0,NA,NA,0
BB_141,BB_029,0.4166666666666667,1.3333333333333333,0.40318932047300277,0.25112450218441396,6
BB_141,BB_037,0.5,2,0,0,0
BB_142,BB_086,0.375,0,NA,NA,0
BB_142,BB_093,0.4375,2.5,3.4324297413995914,2.3927697970264825,41
BB_142,BB_150,0.5416666666666666,3.3333333333333335,1.529602234059591,1.4060476260771808,55
BB_144,BB_030,0.20833333333333334,0.3333333333333333,0,0,0
BB_144,BB_158,0.25,0,NA,NA,0
BB_144,BB_207,0.4583333333333333,0.6666666666666666,1.3302034428794993,1.6781836130306023,5
BB_162,BB_040,0.375,0,NA,NA,0
BB_162,BB_080,0.5416666666666666,1.3333333333333333,0,0,0
BB_162,BB_154,0.5,1.5,1.1139068344100644,1.0432622645415028,2
BB_167,BB_008,0.4583333333333333,1,0,0,0
BB_167,BB_110,0.2916666666666667,0,NA,NA,0
BB_167,BB_114,0.4583333333333333,0.3333333333333333,0.0669742388565774,0.046688191161492344,1
BB_168,BB_046,0.4166666666666667,0.6666666666666666,0.7426045562733763,0.4173049058166011,4
BB_168,BB_058,0.5625,1,0.4611838832453477,0.4293185905627358,12
BB_168,BB_081,0.4166666666666667,0,NA,NA,0
BB_169,BB_076,0.4166666666666667,2.3333333333333335,0.7630007644079987,0.4427684281743587,14
BB_169,BB_160,0.4166666666666667,1.3333333333333333,1.1981112320167542,0.5097665516901504,10
BB_169,BB_181,0.25,0,NA,NA,0
BB_171,BB_039,0.5416666666666666,0.3333333333333333,1.1139068344100644,1.0432622645415028,6
BB_171,BB_127,0.5625,1,0.37130227813668815,0.20865245290830056,1
BB_171,BB_157,0.2916666666666667,1,3.3417205032301935,1.8778720761747052,18
BB_173,BB_044,0.4166666666666667,0,NA,NA,0
BB_173,BB_095,0.5416666666666666,0,NA,NA,0
BB_173,BB_170,0.6666666666666666,0,NA,NA,0
BB_174,BB_002,0.6666666666666666,0.6666666666666666,0,0,0
BB_174,BB_010,0.4166666666666667,0,NA,NA,0
BB_174,BB_068,0.375,0,NA,NA,0
BB_175,BB_050,0.3125,0.5,0.2678969554263096,0.06225092154865646,4
BB_175,BB_104,0.4583333333333333,2,2.5991159469568172,2.921134340716208,14
BB_175,BB_172,0.5,1.5,0.43827651699326553,0.44843036659092933,5
BB_176,BB_017,0.5,0.6666666666666666,0.5320813771517997,0.3356367226061205,2
BB_176,BB_049,0.6875,0.5,0.5569534172050322,0.5216311322707514,3
BB_176,BB_059,0.4166666666666667,1.3333333333333333,0.39906103286384975,0.16781836130306024,1
BB_177,BB_117,0.4375,3,0.5357939108526192,0.37350552929193875,8
BB_177,BB_134,0.4375,1,1.2995579734784086,1.2171393086317532,7
BB_177,BB_140,0.4375,0,NA,NA,0
BB_182,BB_021,0.4583333333333333,1,0.9311424100156495,0.3915761763738072,7
BB_182,BB_103,0.7083333333333334,12.333333333333334,7.427381196335146,11.461752614380927,149
BB_182,BB_201,0.5,0,NA,NA,0
BB_188,BB_009,0.4166666666666667,3,1.949336960217613,2.190850755537156,6
BB_188,BB_171,0.6875,0,NA,NA,0
BB_194,BB_159,0.375,4,0.5357939108526192,0.4980073723892517,5
BB_194,BB_163,0.4375,1.5,0.2784767086025161,0.2608155661353757,1
BB_194,BB_214,0.4166666666666667,0.3333333333333333,0.7981220657276995,0.3356367226061205,3
BB_196,BB_088,0.5,4.5,1.6187588887512931,1.5444977031676919,23
BB_196,BB_089,0.375,3.5,2.529197743674727,2.1565568158252444,27
BB_196,BB_186,0.4166666666666667,1.3333333333333333,0.5357939108526192,0.7470110585838775,2
BB_197,BB_060,0.3333333333333333,6,2.2438210177762414,0.6521317202188708,49
BB_197,BB_199,0.5416666666666666,0.6666666666666666,0,0,0
BB_197,BB_211,0.375,0,NA,NA,0
BB_198,BB_035,0.4166666666666667,0,NA,NA,0
BB_198,BB_045,0.4166666666666667,0.6666666666666666,0,0,0
BB_198,BB_138,0.5,2.3333333333333335,1.652644709688196,2.064143371714536,21
BB_202,BB_018,0.4375,2,1.7777612941248135,1.001388764441394,18
BB_202,BB_025,0.5416666666666666,0,NA,NA,0
BB_202,BB_101,0.5,2,0.6027681497091966,0.5602582939379082,9
BB_213,BB_132,0.6875,4,1.6073817325578577,1.1205165878758163,21
BB_213,BB_147,0.7916666666666666,0.6666666666666666,0.2678969554263096,0.37350552929193875,4
BB_213,BB_204,0.4375,1,0,0,0
BB_215,BB_004,0.375,3,1.2055362994183931,0.8403874409068622,6
BB_215,BB_148,0.75,1,0,0,0
BB_215,BB_210,0.20833333333333334,0.6666666666666666,0.7703633110005379,0.2230108159237305,7
BB_217,BB_016,0.5,0,NA,NA,0
BB_217,BB_054,0.375,3.3333333333333335,1.060863651819109,0.9935831090871456,10
BB_217,BB_205_A,0.3333333333333333,2.3333333333333335,2.2503344255810007,0.5229077410087143,24
