Block,Transect,Recipient,Plant_ID,Leaf area (mm^2),Area notes,Dry weight (mg),Weight notes
1,1,HR_162,1,80.6,"brightmax: 185 (two images for the same maternal ID, the first was used)",4.73,
1,1,HR_162,6,86.98,brightmax: 172,3.4,
1,1,HR_170,2,27.191,brightmax: 194,1.24,
1,1,HR_173,3,51.697,brightmax: 172,2.96,
1,1,HR_175,3,32.396,brightmax: 166,2.05,
1,1,HR_176,5,21.408,brightmax: 186,1.45,
1,1,HR_177,6,45.701,brightmax: 190,2.62,
1,1,HR_178,2,59.297,brightmax: 189,2.64,
1,1,HR_183,5,35.62,brightmax: 180,2.36,
1,1,HR_196,4,47.675,brightmax: 170,2.41,
1,2,HR_006,3,21.733,brightmax: 190,1.24,
1,2,HR_012,8,67.735,brightmax alt; 178,4.42,
1,2,HR_014,2,32.672,brightmax alt; 196,1.7,
1,2,HR_015,4,55.091,brightmax: 185,2.78,
1,2,HR_015,8,71.504,brightmax: 171,4.64,
1,2,HR_023,5,80.819,brightmax: 192,4.03,
1,2,HR_027,NA,,,,
1,2,HR_034,8,49.058,brightmax: 188,2.75,
1,2,HR_035,7,57.312,brightmax: 194,2.9,
1,2,HR_038,3,23.502,brightmax: 197,1.43,
1,2,HR_043,8,29.698,brightmax: 190,1.76,
1,2,HR_050,5,46.373,brightmax: 173,3.15,
1,2,HR_051,4,27.869,brightmax alt; 203,1.39,
1,2,HR_054,1,42.918,brightmax alt; 188,3.46,
1,2,HR_059,6,57.24,brightmax: 170,2.92,
1,2,HR_059,7,65.139,brightmax: 174,3.49,
1,2,HR_062,6,50.698,brightmax alt; 199,3.27,
1,2,HR_064,4,36.231,brightmax alt: 193,1.63,
1,2,HR_064,5,19.929,brightmax alt: 196,1.07,
1,2,HR_071,2,23,brightmax alt: 174,1.29,
1,2,HR_071,6,21.73,brightmax: 168,1.53,
1,2,HR_071,8,21.546,brightmax: 175,1.46,
1,2,HR_072,3,40.948,brightmax alt; 162,3.93,
1,2,HR_073,6,44.896,brightmax alt; 187,3.1,
1,2,HR_078,7,19.457,brightmax alt; 188,1.46,
1,2,HR_080,5,38.621,brightmax alt; 192,3.02,
1,2,HR_085,8,38.244,brightmax: 165,3.08,
1,2,HR_086,7,51.18,brightmax alt; 184,3.12,
1,2,HR_088,4,24.708,brightmax alt; 195,1.61,
1,2,HR_101,8,16.636,brightmax: 173,NA,*leaf too broken to weigh
1,2,HR_104,7,24.545,brightmax: 183,1.34,
1,2,HR_107,3,56.903,brightmax: 163,3.51,
1,2,HR_109,6,24.032,brightmax: 160,1.23,
1,2,HR_112,4,42.324,"brightmax: 157 (two images for the same maternal ID, the first one was used)",2.84,
1,2,HR_112,6,77.543,"brightmax: 162 (two images for the same maternal ID, the first one was used)",9.39,
1,2,HR_119,3,44.178,"brightmax: 153 (two images for the same maternal ID, the first one was used)",3.5,
1,2,HR_119,4,31.131,brightmax: 144,2.09,
1,2,HR_121,8,36.488,brightmax alt: 180,1.47,leaf was broken and folded over. Looks OK to use (DG)
1,2,HR_126,4,53.651,brightmax: 178,4.64,
1,2,HR_129,6,57.614,brightmax: 166,3.75,
1,2,HR_133,2,22.122,brightmax: 167,1.21,
1,2,HR_137,7,40.512,brightmax: 172,2.36,
1,2,HR_142,5,38.677,brightmax: 182,2.83,
1,2,HR_145,8,44.932,brightmax:185,1.81,
1,2,HR_149,3,48.927,brightmax: 180,2.69,
1,2,HR_149,8,84.294,brightmax:165,4.35,
1,2,HR_153,7,60.61, brightmax:166,2.91,
1,2,HR_161,7,32.002,brightmax:149,1.85,
1,2,HR_164,4,51.045,brightmax:158,4.00,
1,2,HR_165,1,27.108,brightmax:130,1.45,
1,2,HR_169,7,26.76,brightmax:106,2.08,
1,2,HR_195,5,37.647,brightmax:130,2.77,
1,2,HR_201,4,38.599,brightmax:171,2.2,
1,3,HR_001,4,70.386,brightmax: 159,4.68,
1,3,HR_004,6,41.323,brightmax: 161,2.58,
1,3,HR_009,4,56.073,brightmax: 145,3.64,
1,3,HR_017,2,101.36,brightmax:128,5.77,
1,3,HR_017,3,46.298,brightmax:150,2.98,
1,3,HR_019,6,38.46,brightmax alt; 172,2.33,
1,3,HR_021,3,54.496,brightmax alt; 171,3.24,
1,3,HR_028,7,26.688,brightmax alt; 164,1.46,
1,3,HR_042,2,115.691,brightmax: 174,7.01,
1,3,HR_044,5,30.472,brightmax: 148,1.92,
1,3,HR_044,6,26.137,brightmax: 137,1.92,
1,3,HR_053,4,30.491,brightmax alt; 144,1.91,
1,3,HR_056,5,30.303,brightmax: 150,2.04,
1,3,HR_056,8,79.971,brightmax alt; 158,5.41,some pieces broken
1,3,HR_065,4,24.3,brightmax;164,1.29,
1,3,HR_066,3,33.255,brightmax:160,1.83,
1,3,HR_067,4,17.987,brightmax:111,1.2,
1,3,HR_068,8,15.685,brightmax:139,1.05,
1,3,HR_070,4,38.01,brightmax: 136,2.52,
1,3,HR_079,6,38.754,brightmax: 161,1.84,
1,3,HR_087,3,38.537,brightmax: 151,3.12,
1,3,HR_103,5,37.969,brightmax: 136,2.25,
1,3,HR_111,4,103.683,brightmax: 157,8.65,
1,3,HR_116,3,46.292,brightmax: 171,3.36,
1,3,HR_118,6,110.058,brightmax: 156 (alt method b/c broken leaves),12.37,some pieces broken
1,3,HR_124,8,220.554,brightmax: 150,45.23,
1,3,HR_127,4,23.641,brightmax: 150,1.5,
1,3,HR_131,8,45.966,brightmax: 140 (alt method b/c leaves touching),3.52,
1,3,HR_135,5,23.82,brightmax: 159,0.99,
1,3,HR_139,6,21.566,brightmax: 165 (alt method b/c of broken leaves,0.68,
1,3,HR_141,1,15.078,brightmax: 153,0.54,
1,3,HR_147,8,44.606,brightmax: 163,1.58,
1,3,HR_150,6,37.001,brightmax: 123,1.85,
1,3,HR_152,2,46.065,brightmax: 140 ,2.47,
1,3,HR_155,1,93.349,brightmax: 144 (alt method b/c of broken leaves),6.2,
1,3,HR_156,3,31.212,brightmax: 148,2.3,
1,3,HR_159,8,50.609,brightmax: 159,2.69,
1,3,HR_166,7,35.34,brightmax: 131,2.39,
1,3,HR_168,7,38.623,brightmax: 147,2.2,
1,3,HR_174,3,16.636,brightmax: 154,0.7,
1,3,HR_179,2,18.23,brightmax: 159,1.14,
1,3,HR_181,6,41.393,brightmax: 152,3.08,
1,3,HR_182,NA,,,,
1,3,HR_184,1,72.541,"brightmax: 141 (plants 1 and 5 present in folder, used plant 1)",3.99,
1,3,HR_184,5,18.904,brightmax: 137,1.3,
1,3,HR_190,3,24.53,brightmax: 148,1.66,
1,3,HR_192,4,42.474,brightmax: 139,2.67,
1,3,HR_193,8,31.784,brightmax: 148,2.12,
1,3,HR_197,6,27.667,brightmax: 148,2.3,
2,4,HR_004,4,25.992,brightmax: 178 (alt method) - adjusted to approximate total leaf area.  Some broken pieces (DG),1.21,
2,4,HR_005,5,54.875,brightmax: 150,3.36,
2,4,HR_007,3,20.06,brightmax:155,1.46,
2,4,HR_011,1,34.967,brightmax: 165 ,2.1,
2,4,HR_012,NA,,,,
2,4,HR_017,1,65.671,brigthmax: 161,4.51,
2,4,HR_017,8,14.76,brightmax: 130,1.09,
2,4,HR_034,8,18.845,brightmax:145,1.18,
2,4,HR_035,7,45.595,brightmax: 150,2.93,
2,4,HR_036,5,23.338,brigthtmax: 163,1.42,
2,4,HR_039,1,149.602,brightmax: 150,9.25,
2,4,HR_040,1,35.473,brightmax: 155,1.72,
2,4,HR_040,6,20.074,brightmax alt: 20.074,1.73,
2,4,HR_042,3,68.59,brightmax: 197,4.11,
2,4,HR_049,3,14.033,brightmax: 178,0.92,
2,4,HR_053,5,28.884,brightmax: 148,1.88,
2,4,HR_058,7,31.211,brightmax: 155,2.4,
2,4,HR_061,8,112.608,brightmax: 199,6.09,
2,4,HR_064,5,27.024,brightmax: 196,1.13,
2,4,HR_064,6,16.941,brightmax: 150,1.25,
2,4,HR_067,5,31.293,brightmax: 192,2.06,
2,4,HR_070,NA,,,,
2,4,HR_071,1,46.67,brightmax: 196,2.97,
2,4,HR_071,6,47.091,brightmax alt: 196,5.7,
2,4,HR_078,8,40.721,brightmax: 179,2.23,
2,4,HR_080,6,46.159,brightmax: 183,3.47,
2,4,HR_080,8,45.194,brightmax: 165,2.71,
2,4,HR_083,5,18.374,brightmax: 174,0.82,
2,4,HR_085,4,33.188,brightmax: 196,1.91,
2,4,HR_107,3,62.501,brightmax: 151,3,
2,4,HR_108,2,45.496,brightmax: 171,3,
2,4,HR_118,7,32.423,brightmax: 171,2.45,
2,4,HR_126,5,45.726,brightmax: 171,2.79,
2,4,HR_136,2,63.796,brightmax: 175,4.98,
2,4,HR_139,1,37.791,brightmax: 146,2.69,
2,4,HR_141,2,32.803,brightmax: 162,1.97,
2,4,HR_145,2,,EXCLUDE. No photo of leaf,4.08,*added row with this plant because it was not present before
2,4,HR_145,4,78.208,brightmax: 183,3.99,
2,4,HR_146,1,46.023,brightmax: 166,2.33,
2,4,HR_147,1,20.079,brightmax: 126,1.72,
2,4,HR_150,4,33.854,brightmax: 160,2.04,
2,4,HR_156,1,32.298,brightmax: 180,2.39,
2,4,HR_158,6,131.899,brightmax: 172,9.23,
2,4,HR_164,NA,,,,
2,4,HR_166,2,12.764,"brightmax: 163, duplicate photos of leaf",1.03,
2,4,HR_168,6,18.505,brightmax: 193,1.34,
2,4,HR_169,3,78.729,brightmax: 157,4.17,
2,4,HR_175,3,33.389,"brightmax: 164, duplicate photos of leaf",2.73,
2,4,HR_184,3,18.513,brightmax: 197,1.69,
2,4,HR_184,4,13.258,brightmax: 181,0.81,
2,4,HR_192,3,42.248,brightmax: 172,2.11,
2,4,HR_193,5,58.073,brightmax: 188,3.79,
2,4,HR_196,7,51.605,brightmax: 159,3.27,
2,5,HR_001,4,27.602,brightmax: 165,1.75,
2,5,HR_006,3,33.314,brightmax: 164,1.54,
2,5,HR_009,7,42.584,brightmax: 149,2.68,
2,5,HR_020,1,29.664,brightmax: 162,2.12,
2,5,HR_021,5,39.296,brightmax: 156,2.83,
2,5,HR_033,4,41.2,brightmax: 172,1.82,
2,5,HR_043,6,23.72,brightmax: 162,0.86,
2,5,HR_043,8,16.076,brightmax: 162,0.81,
2,5,HR_044,2,32.174,brightmax: 173 (alt method),2.82,
2,5,HR_044,4,30.254,brightmax alt: 161,2.2,
2,5,HR_046,5,65.886,brightmax: 172 (alt method),3.52,
2,5,HR_047,8,49.334,brightmax: 158 (alt method),2.82,
2,5,HR_050,8,30.982,brightmax: 158,1.85,
2,5,HR_054,7,21.253,brightmax: 160,1.04,
2,5,HR_056,1,56.066,brightmax: 186,2.67,
2,5,HR_056,5,22.218,brightmax: 172,1.58,
2,5,HR_057,1,21.455,brightmax: 167,1.22,
2,5,HR_062,5,35.302,brightmax: 182,2.13,
2,5,HR_065,1,5.882,brightmax: 141,0.14,
2,5,HR_066,7,19.049,brightmax: 180,0.98,
2,5,HR_068,3,29.372,brightmax: 145,1.88,
2,5,HR_072,5,21.377,brightmax: 165,1.46,"two leaves in the envelope, most complete (upper leaf in image) is weighed and area taken"
2,5,HR_073,3,12.534,brightmax: 176,0.58,
2,5,HR_086,4,15.268,brightmax: 170,1,
2,5,HR_087,6,39.536,brightmax: 155,2.41,
2,5,HR_103,2,17.143,brightmax: 155,0.87,
2,5,HR_109,NA,,,No Leaf ,
2,5,HR_110,5,67.654,brightmax: 191,4.85,
2,5,HR_119,4,16.717,brightmax: 140,0.83,
2,5,HR_119,6,15.393,brightmax: 163,0.91,
2,5,HR_123,3,16.417,brightmax: 174,0.89,
2,5,HR_124,8,68.053,brightmax: 153,4.29,
2,5,HR_127,4,18.122,brightmax: 165,1.1,
2,5,HR_131,4,74.945,brightmax: 205,4.81,
2,5,HR_133,2,27.839,brightmax: 178,1.55,
2,5,HR_134,7,12.007,brightmax: 183,0.63,
2,5,HR_142,5,37.694,brightmax: 152,2.07,
2,5,HR_152,8,20.68,brightmax: 185,0.49,
2,5,HR_153,2,28.317,brightmax: 179,1.2,
2,5,HR_162,3,41.857,brightmax: 172,3.06,
2,5,HR_162,4,48,brightmax: 168,3.3,
2,5,HR_164,4,29.927,brightmax: 210,1.38,
2,5,HR_165,2,45.766,brightmax: 186,1.95,
2,5,HR_170,3,48.803,"brightmax: 196 (2 segments, just selected them both)",1.7,
2,5,HR_173,5,24.072,brightmax: 177,1.72,
2,5,HR_175,NA,,,No Leaf ,
2,5,HR_177,7,28.891,brightmax: 172,1.07,
2,5,HR_180,3,12.291,brightmax: 184,0.84,
2,5,HR_180,5,12.034,brightmax: 168,0.76,
2,5,HR_181,1,32.993,brightmax: 168,1.92,
2,5,HR_183,4,42.44,brightmax: 169 (alt method),2.47,
2,5,HR_197,2,16.404,brightmax: 134,1.33,
2,5,HR_201,7,32.095,brightmax: 169 ,1.71,
2,6,HR_014,4,43.445,brightmax: 200,1.98,
2,6,HR_015,3,70.641,brightmax: 157,3.67,
2,6,HR_015,8,16.24,brightmax: 175,0.94,
2,6,HR_016,5,12.967,brightmax: 157,0.71,
2,6,HR_018,2,83.55,brightmax: 166,5.00,
2,6,HR_019,5,39.97,brightmax: 181,2.08,
2,6,HR_023,7,22.282,brightmax: 159,1.33,
2,6,HR_025,8,31.502,brightmax: 170,2.21,
2,6,HR_026,1,28.454,brightmax: 181,1.52,
2,6,HR_027,8,19.24,brightmax: 182,1.01,
2,6,HR_028,2,41.814,brightmax: 177,3,
2,6,HR_032,NA,,,,
2,6,HR_037,5,18.99,brightmax: 183,1.12,
2,6,HR_038,4,31.778,brightmax: 193,1.8,
2,6,HR_041,8,18.884,brightmax: 163,1.29,
2,6,HR_051,3,19.876,brightmax: 170,1.11,
2,6,HR_059,6,58.251,brightmax: 171,3.57,
2,6,HR_059,7,24.235,brightmax: 139,1.38,
2,6,HR_079,2,27.77,brightmax: 175,1.23,
2,6,HR_088,3,21.006,brightmax: 174,1.16,
2,6,HR_092,6,45.023,brightmax: 201 (alt method),2.85,
2,6,HR_095,4,52.003,brightmax: 204 (alt method),3.4,
2,6,HR_101,2,42.872,brightmax: 143 (alt method),2.8,
2,6,HR_101,3,42.368,brightmax: 172,2.79,
2,6,HR_104,6,20.841,brightmax: 167,1.11,
2,6,HR_105,4,18.651,brightmax: 181,1.02,
2,6,HR_111,4,12.563,brightmax: 184,0.8,
2,6,HR_112,2,57.813,brightmax: 179,3.65,
2,6,HR_113,7,22.29,brightmax: 180,1.18,
2,6,HR_114,4,61.794,brightmax: 197,1.76,
2,6,HR_115,4,36.767,brightmax: 187,2.27,
2,6,HR_116,1,41.819,brightmax: 200,2.44,
2,6,HR_121,8,40.63,brightmax: 197,3.61,
2,6,HR_129,8,54.288,brightmax: 195,2.42,
2,6,HR_135,5,30.68,brightmax: 158,1.71,
2,6,HR_137,3,31.377,brightmax: 178,1.82,
2,6,HR_148,1,29.484,"brightmax: 184, alt method",1.2,
2,6,HR_148,2,7.654,brightmax: 168,0.58,
2,6,HR_149,5,45.858,"brightmax: 189, alt method",2.67,
2,6,HR_155,3,38.46,brightmax: 183,2.38,
2,6,HR_159,7,25.245,"brightmax: 206, alt method",1.13,
2,6,HR_161,3,40.215,brightmax: 169,2.11,
2,6,HR_174,2,37.69,brightmax: 173,2.14,
2,6,HR_178,5,57.25,brightmax: 200,2.39,
2,6,HR_179,1,31.88,brightmax: 183,1.39,
2,6,HR_182,1,19.396,brightmax: 156,1.26,
2,6,HR_190,6,42.777,brightmax: 193,2.02,
2,6,HR_195,7,19.863,brightmax: 195,1.25,
3,7,HR_001,6,29.13,brightmax:168,1.61,
3,7,HR_005,6,34.548,brightmax:181,2.45,
3,7,HR_010,5,13.641,"brightmax:172, alt method due to leaves touching",0.94,
3,7,HR_015,3,32.505,brightmax: 173,2.38,
3,7,HR_015,7,55.482,"brightmax: 181, leaves folded over themselves",3.17,
3,7,HR_017,2,31.797,brightmax: 194,2.11,
3,7,HR_017,6,12.214,brightmx: 170,0.79,
3,7,HR_023,7,24.841,brightmax: 159,1.47,
3,7,HR_028,NA,,,,
3,7,HR_032,3,35.238,brightmax: 176,2.62,
3,7,HR_046,8,27.433,brightmax: 169,2.12,
3,7,HR_049,7,43.751,brightmax: 159,2.6,
3,7,HR_054,6,22.347,brightmax: 179,1.48,
3,7,HR_056,7,58.529,brightmax alt: 186,3.86,
3,7,HR_057,4,37.079,brightmax: 177,3.15,
3,7,HR_058,3,49.525,brightmax alt: 170,3.77,
3,7,HR_059,1,43.302,brightmax: 174 (alt method b/c leaves touching),2.59,
3,7,HR_059,6,29.833,brightmax: 163,0.98,
3,7,HR_061,7,25.939,brightmax: 201,0.5,
3,7,HR_065,2,20.495,brightmax: 172 (alt method b/c leaves touching),0.48,
3,7,HR_067,6,32.068,brightmax: 190,1.07,
3,7,HR_070,5,56.344,brightmax: 174 ,4.2,
3,7,HR_078,8,39.04,brightmax: 181 (alt method b/c leaves touching),1.09,
3,7,HR_104,4,22.119,brightmax: 178 (alt method b/c leaves touching),0.25,
3,7,HR_112,5,29.508,brightmax: 178,0.59,
3,7,HR_112,7,31.383,brightmax: 185,2.29,
3,7,HR_114,1,29.751,brightmax: 183,1.96,
3,7,HR_124,7,44.332,brightmax: 183,3.34,
3,7,HR_127,4,34.486,brightmax: 172 (alt method b/c leaves touching),2.16,
3,7,HR_131,3,78.586,brightmax: 163,5.08,
3,7,HR_134,4,20.589,brightmax: 143,1.24,
3,7,HR_136,3,28.345,brightmax: 159,1.4,
3,7,HR_137,6,20.992,brightmax: 139,1.16,
3,7,HR_142,4,38.332,brightmax: 147 (alt method b/c leaves touching),2.41,
3,7,HR_142,6,16.142,brightmax: 125,1.17,
3,7,HR_147,NA,,,,
3,7,HR_148,2,18.613,brightmax: 149 (alt method b/c leaves touching),1.26,
3,7,HR_148,8,11.86,brightmax: 145,0.73,
3,7,HR_152,3,20.089,brightmax: 172 (alt method b/c leaves broken),3.23,
3,7,HR_155,6,27.907,brightmax: 142,1.63,
3,7,HR_156,3,22.497,brightmax: 209,1.09,
3,7,HR_161,8,29.16,brightmax: 183 (part of leaf is folded over),1.63,
3,7,HR_165,6,44.22,brightmax: 193,2.3,
3,7,HR_173,6,23.677,brightmax: 181,1.34,
3,7,HR_175,8,56.607,brightmax: 203,2.46,
3,7,HR_179,1,44.408,brightmax: 191,2.38,
3,7,HR_180,NA,,,,
3,7,HR_182,6,39.652,brightmax: 163,2.59,
3,7,HR_183,7,41.932,brightmax alt: 203,1.9,
3,7,HR_184,1,30.24,brightmax: 170,1.88,
3,7,HR_184,5,26.013,brightmax: 147,1.74,
3,7,HR_192,3,120.147,brightmax: 197,9.13,
3,7,HR_201,7,24.693,brightmax alt: 178 (broken in multiple pieces),1.4,
3,8,HR_006,3,31.741,brightmax: 194,1.9,
3,8,HR_007,6,62.828,brightmax: 179,3.83,
3,8,HR_012,5,17.051,brightmax: 172,0.86,
3,8,HR_014,2,7.121,brightmax: 194,0.34,
3,8,HR_018,5,50.855,brightmax: 168 (alt method b/c broken leaves),3.9,
3,8,HR_019,8,72.063,brightmax: 199,4.16,
3,8,HR_020,8,54.611,brightmax: 188,4.5,
3,8,HR_025,3,24.96,brightmax: 198 (row added manually),1.74,
3,8,HR_026,8,48.164,brightmax: 165,2.99,
3,8,HR_033,2,29.665,brightmax alt: 188,1.64,
3,8,HR_034,7,35.357,brightmax alt: 181,2.06,
3,8,HR_040,1,24.072,brightmax: 179,1.63,
3,8,HR_040,7,10.755,brightmax alt: 183,0.45,
3,8,HR_041,3,16.033,brightmax alt: 175,0.94,
3,8,HR_042,3,30.746,brightmax:166,2.05,
3,8,HR_051,5,13.8,brightmax:159,0.9,
3,8,HR_064,2,14.275,"brightmax:175 ( two images for same maternal ID, the first was used)",1.46,
3,8,HR_064,5,14.396,brightmax: 179,0.78,
3,8,HR_068,5,37.165,brightmax:187,1.9,
3,8,HR_071,4,15.704,"brightmax:179 (two images for same maternal ID, the first was used)",1.01,
3,8,HR_071,7,44.397,brightmax: 203,2.49,
3,8,HR_072,6,50.707,brightmax:149,2.81,
3,8,HR_079,1,35.123,brightmax alt: 190,1.83,
3,8,HR_083,8,32.188,brightmax:141,1.63,
3,8,HR_088,3,28.018,brightmax:166,1.82,
3,8,HR_092,7,29.033,brightmax:175,2.08,
3,8,HR_109,2,40.175,brightmax:187,2.36,
3,8,HR_110,7,15.862,brightmax:188,1.12,
3,8,HR_111,4,43.022,brightmax:183,3.1,
3,8,HR_115,NA,,,2.35,leaf broken could not photograph
3,8,HR_116,6,60.955,brightmax:193,4.26,
3,8,HR_119,4,16.55,brightmax:161,1.12,
3,8,HR_121,3,40.026,brightmax:141,3.13,
3,8,HR_133,1,31.297,brightmax:152,2.64,
3,8,HR_139,5,23.669,brightmax:188,1.38,
3,8,HR_141,2,10.546,brightmax alt: 139 (leaf broken apart used alt),1.42,leaf broken
3,8,HR_145,5,34.312,brightmax:175,1.45,
3,8,HR_145,6,31.309,brightmax: 186,1.39,
3,8,HR_150,7,21.732,brightmax: 176,1.74,
3,8,HR_153,1,26.154,brightmax: 181,1.62,
3,8,HR_158,1,61.334,brightmax: 183,3.34,
3,8,HR_162,1,33.417,brightmax: 185,1.83,
3,8,HR_162,4,23.144,brightmax: 189,1.33,
3,8,HR_164,4,52.428,brightmax: 193,3.59,
3,8,HR_166,8,74.278,brightmax: 185,3.91,
3,8,HR_168,6,23.18,brightmax: 177,1.76,
3,8,HR_169,7,28.466,brightmax: 186,1.25,
3,8,HR_176,3,45.894,brightmax: 195,2.72,
3,8,HR_177,3,24.957,brightmax: 171,1.61,
3,8,HR_178,1,45.201,brightmax: 194,2.48,
3,8,HR_181,3,29.637,brightmax: 182 (alt),2.06,
3,9,HR_004,2,16.754,brightmax: 198 (alt),1.32,
3,9,HR_009,1,27.919,brightmax: 176 ,1.72,
3,9,HR_011,6,40.154,brightmax: 192,2.11,
3,9,HR_016,8,53.877,brightmax: 175,4.12,
3,9,HR_021,6,34.635,brightmax: 182,2.86,
3,9,HR_027,6,31.125,brightmax: 206,1.68,
3,9,HR_035,5,11.405,brightmax: 197,0.81,
3,9,HR_036,7,24.193,brightmax: 202,1.91,
3,9,HR_037,4,15.874,brightmax: 148,1.09,
3,9,HR_038,1,72.563,brightmax:197,4.76,
3,9,HR_039,7,32.206,brightmax: 178,1.95,
3,9,HR_043,5,24.808,brightmax: 152,1.34,
3,9,HR_043,7,37.039,brightmax: 162,2.03,
3,9,HR_044,2,22.335,brightmax: 142,1.17,
3,9,HR_044,8,127.622,brightmax: 161,9.53,
3,9,HR_047,1,44.175,brightmax: 165,2.29,
3,9,HR_050,4,50.96,brightmax: 178 [This plant has duplicate photos. (BY)],2.52,
3,9,HR_053,1,47.791,brightmax: 171,2.37,
3,9,HR_062,4,33.298,brightmax: 150,2.02,
3,9,HR_066,6,40.864,brightmax: 139,2.66,
3,9,HR_073,7,33.088,brightmax: 162,1.7,
3,9,HR_080,7,18.782,brightmax: 161,1.05,
3,9,HR_080,2,71.531,brightmax: 162,4.41,
3,9,HR_085,5,14.113,brightmax: 162,0.83,
3,9,HR_086,6,24.403,brightmax: 159,1.76,
3,9,HR_087,7,27.818,brightmax: 170,1.79,
3,9,HR_095,4,83.734,brightmax: 197 (alt method),4.67,
3,9,HR_101,1,52.218,brightmax: 184,4.5,
3,9,HR_103,6,28.979,brightmax: 176,1.8,
3,9,HR_105,6,33.045,brightmax: 200,1.74,
3,9,HR_107,7,66.282,brightmax: 168,5.21,
3,9,HR_108,5,18.911,brightmax: 188,1.12,
3,9,HR_113,3,34.656,brightmax: 190,2.98,
3,9,HR_118,3,50.656,brightmax: 148,3.69,
3,9,HR_123,7,32.458,brightmax: 202 (alt method),2.58,
3,9,HR_126,4,22.21,brightmax: 187 (alt method),1.63,
3,9,HR_129,3,34.235,brightmax: 138,2.96,
3,9,HR_135,3,33.845,brightmax: 180,2.18,
3,9,HR_146,3,30.155,brightmax: 189,1.33,
3,9,HR_146,4,38.107,brightmax: 190,2.98,
3,9,HR_149,2,18.188,brightmax: 208 (alt method),1.13,
3,9,HR_149,9,29.663,brightmax: 208,1.79,
3,9,HR_159,7,14.771,brightmax: 174,1.09,
3,9,HR_170,7,29.884,brightmax: 201,2.4,
3,9,HR_174,1,48.019,brightmax: 195,2.99,
3,9,HR_190,4,36.756,brightmax: 180,3.09,
3,9,HR_193,2,40.779,brightmax: 202,2.94,
3,9,HR_195,8,18.896,brightmax: 172,1.34,
3,9,HR_196,7,32.192,brightmax: 156,2.6,
3,9,HR_197,1,39.97,brightmax: 196,2.77,
W,W1,HR_015,7,57.421,brightmax: 164,,
W,W1,HR_015,4,27.044,brightmax: 172,,
W,W1,HR_017,4,50.844,brightmax: 170,,
W,W1,HR_040,5,36.661,brightmax: 153,,
W,W1,HR_040,8,15.773,brightmax: 175,,
W,W1,HR_043,5,31.543,brightmax: 195,,
W,W1,HR_043,6,42.804,brightmax: 176,,
W,W1,HR_044,2,25.16,brightmax: 163,,
W,W1,HR_056,5,51.525,brightmax: 186,,
W,W1,HR_056,7,17.905,brightmax: 186,,
W,W1,HR_059,1,38.164,brightmax: 165,,
W,W1,HR_059,4,148.686,brightmax: 171,,
W,W1,HR_064,5,17.4044,brightmax: 174,,
W,W1,HR_064,7,34.08,brightmax: 185,,
W,W1,HR_071,7,37.845,brightmax: 192,,
W,W1,HR_080,1,59.226,brightmax: 186,,
W,W1,HR_101,6,27.301,brightmax: 192,,
W,W1,HR_101,8,9.88,brightmax: 167,,
W,W1,HR_112,2,56.191,brightmax:169,,
W,W1,HR_112,6,57.89,brightmax: 196,,
W,W1,HR_119,8,42.485,brightmax: 182,,
