Block,Transect,Sequence,Donor,Recipient,Plant_ID,Germ_Date,Sow_Date,Plant_Date
1,1,4,BO_070,BO_066,5,NA,2021-11-11,2021-11-17
1,1,4,BO_070,BO_066,6,NA,2021-11-11,2021-11-17
1,1,4,BO_070,BO_066,7,2021-12-06,2021-11-11,2021-11-17
1,1,4,BO_070,BO_066,8,NA,2021-11-11,2021-11-17
1,1,5,BO_038,BO_137,1,NA,2021-11-11,2021-11-17
1,1,5,BO_038,BO_137,2,NA,2021-11-11,2021-11-17
1,1,5,BO_038,BO_137,3,NA,2021-11-11,2021-11-17
1,1,5,BO_038,BO_137,4,NA,2021-11-11,2021-11-17
1,1,5,BO_038,BO_137,5,2021-12-06,2021-11-11,2021-11-17
1,1,5,BO_038,BO_137,6,2021-12-06,2021-11-11,2021-11-17
1,1,5,BO_038,BO_137,7,2021-12-06,2021-11-11,2021-11-17
1,1,5,BO_038,BO_137,8,2021-12-06,2021-11-11,2021-11-17
1,1,6,BO_170,BO_045,1,NA,2021-11-11,2021-11-17
1,1,6,BO_170,BO_045,2,NA,2021-11-11,2021-11-17
1,1,6,BO_170,BO_045,3,NA,2021-11-11,2021-11-17
1,1,6,BO_170,BO_045,4,2021-12-15,2021-11-11,2021-11-17
1,1,6,BO_170,BO_045,5,2021-12-15,2021-11-11,2021-11-17
1,1,6,BO_170,BO_045,6,2021-12-06,2021-11-11,2021-11-17
1,1,6,BO_170,BO_045,7,NA,2021-11-11,2021-11-17
1,1,6,BO_170,BO_045,8,NA,2021-11-11,2021-11-17
1,1,7,BO_001,BO_048,1,NA,2021-11-11,2021-11-17
1,1,7,BO_001,BO_048,2,NA,2021-11-11,2021-11-17
1,1,7,BO_001,BO_048,3,2021-12-06,2021-11-11,2021-11-17
1,1,7,BO_001,BO_048,4,NA,2021-11-11,2021-11-17
1,1,7,BO_001,BO_048,5,NA,2021-11-11,2021-11-17
1,1,7,BO_001,BO_048,6,NA,2021-11-11,2021-11-17
1,1,7,BO_001,BO_048,7,NA,2021-11-11,2021-11-17
1,1,7,BO_001,BO_048,8,2021-12-06,2021-11-11,2021-11-17
1,1,8,BO_069,BO_043,1,2021-12-06,2021-11-11,2021-11-17
1,1,8,BO_069,BO_043,2,2021-12-06,2021-11-11,2021-11-17
1,1,8,BO_069,BO_043,3,2021-12-06,2021-11-11,2021-11-17
1,1,8,BO_069,BO_043,4,2021-12-06,2021-11-11,2021-11-17
1,1,8,BO_069,BO_043,5,2021-12-06,2021-11-11,2021-11-17
1,1,8,BO_069,BO_043,6,2021-12-06,2021-11-11,2021-11-17
1,1,8,BO_069,BO_043,7,2021-12-06,2021-11-11,2021-11-17
1,1,8,BO_069,BO_043,8,2021-12-06,2021-11-11,2021-11-17
1,1,9,BO_033,BO_099,1,NA,2021-11-11,2021-11-17
1,1,9,BO_033,BO_099,2,2021-12-06,2021-11-11,2021-11-17
1,1,9,BO_033,BO_099,3,NA,2021-11-11,2021-11-17
1,1,9,BO_033,BO_099,4,NA,2021-11-11,2021-11-17
1,1,9,BO_033,BO_099,5,NA,2021-11-11,2021-11-17
1,1,9,BO_033,BO_099,6,NA,2021-11-11,2021-11-17
1,1,9,BO_033,BO_099,7,NA,2021-11-11,2021-11-17
1,1,9,BO_033,BO_099,8,NA,2021-11-11,2021-11-17
1,1,10,BO_065,BO_115,1,NA,2021-11-11,2021-11-17
1,1,10,BO_065,BO_115,2,NA,2021-11-11,2021-11-17
1,1,10,BO_065,BO_115,3,NA,2021-11-11,2021-11-17
1,1,10,BO_065,BO_115,4,2021-12-06,2021-11-11,2021-11-17
1,1,10,BO_065,BO_115,5,2021-12-06,2021-11-11,2021-11-17
1,1,10,BO_065,BO_115,6,NA,2021-11-11,2021-11-17
1,1,10,BO_065,BO_115,7,NA,2021-11-11,2021-11-17
1,1,10,BO_065,BO_115,8,NA,2021-11-11,2021-11-17
1,1,11,BO_106,BO_104,1,NA,2021-11-11,2021-11-17
1,1,11,BO_106,BO_104,2,2021-12-06,2021-11-11,2021-11-17
1,1,11,BO_106,BO_104,3,NA,2021-11-11,2021-11-17
1,1,11,BO_106,BO_104,4,2021-12-06,2021-11-11,2021-11-17
1,1,11,BO_106,BO_104,5,NA,2021-11-11,2021-11-17
1,1,11,BO_106,BO_104,6,NA,2021-11-11,2021-11-17
1,1,11,BO_106,BO_104,7,2021-12-06,2021-11-11,2021-11-17
1,1,11,BO_106,BO_104,8,2021-12-06,2021-11-11,2021-11-17
1,1,12,BO_040,BO_029,1,2021-12-06,2021-11-11,2021-11-17
1,1,12,BO_040,BO_029,2,NA,2021-11-11,2021-11-17
1,1,12,BO_040,BO_029,3,NA,2021-11-11,2021-11-17
1,1,12,BO_040,BO_029,4,2021-12-06,2021-11-11,2021-11-17
1,1,12,BO_040,BO_029,5,NA,2021-11-11,2021-11-17
1,1,12,BO_040,BO_029,6,NA,2021-11-11,2021-11-17
1,1,12,BO_040,BO_029,7,NA,2021-11-11,2021-11-17
1,1,12,BO_040,BO_029,8,NA,2021-11-11,2021-11-17
1,1,13,BO_096,BO_012,1,2021-12-06,2021-11-11,2021-11-17
1,1,13,BO_096,BO_012,2,2021-12-06,2021-11-11,2021-11-17
1,1,13,BO_096,BO_012,3,2021-12-15,2021-11-11,2021-11-17
1,1,13,BO_096,BO_012,4,NA,2021-11-11,2021-11-17
1,1,13,BO_096,BO_012,5,NA,2021-11-11,2021-11-17
1,1,13,BO_096,BO_012,6,NA,2021-11-11,2021-11-17
1,1,13,BO_096,BO_012,7,NA,2021-11-11,2021-11-17
1,1,13,BO_096,BO_012,8,NA,2021-11-11,2021-11-17
1,1,14,BO_013,BO_114,1,NA,2021-11-11,2021-11-17
1,1,14,BO_013,BO_114,2,NA,2021-11-11,2021-11-17
1,1,14,BO_013,BO_114,3,NA,2021-11-11,2021-11-17
1,1,14,BO_013,BO_114,4,NA,2021-11-11,2021-11-17
1,1,14,BO_013,BO_114,5,NA,2021-11-11,2021-11-17
1,1,14,BO_013,BO_114,6,2021-12-15,2021-11-11,2021-11-17
1,1,14,BO_013,BO_114,7,2021-12-15,2021-11-11,2021-11-17
1,1,14,BO_013,BO_114,8,2021-12-28,2021-11-11,2021-11-17
1,1,15,BO_163,BO_034,1,2021-12-06,2021-11-11,2021-11-17
1,1,15,BO_163,BO_034,2,2021-12-06,2021-11-11,2021-11-17
1,1,15,BO_163,BO_034,3,2021-12-06,2021-11-11,2021-11-17
1,1,15,BO_163,BO_034,4,NA,2021-11-11,2021-11-17
1,1,15,BO_163,BO_034,5,NA,2021-11-11,2021-11-17
1,1,15,BO_163,BO_034,6,2021-12-06,2021-11-11,2021-11-17
1,1,15,BO_163,BO_034,7,2021-12-06,2021-11-11,2021-11-17
1,1,15,BO_163,BO_034,8,NA,2021-11-11,2021-11-17
1,1,16,BO_074,BO_047,1,2021-12-06,2021-11-11,2021-11-17
1,1,16,BO_074,BO_047,2,2021-12-06,2021-11-11,2021-11-17
1,1,16,BO_074,BO_047,3,2021-12-06,2021-11-11,2021-11-17
1,1,16,BO_074,BO_047,4,2021-12-06,2021-11-11,2021-11-17
1,1,16,BO_074,BO_047,5,2021-12-06,2021-11-11,2021-11-17
1,1,16,BO_074,BO_047,6,2021-12-06,2021-11-11,2021-11-17
1,1,16,BO_074,BO_047,7,NA,2021-11-11,2021-11-17
1,1,16,BO_074,BO_047,8,2021-12-06,2021-11-11,2021-11-17
1,1,17,BO_188,BO_008,1,NA,2021-11-11,2021-11-17
1,1,17,BO_188,BO_008,2,2021-12-28,2021-11-11,2021-11-17
1,1,17,BO_188,BO_008,3,2021-12-28,2021-11-11,2021-11-17
1,1,17,BO_188,BO_008,4,NA,2021-11-11,2021-11-17
1,1,17,BO_188,BO_008,5,2021-12-06,2021-11-11,2021-11-17
1,1,17,BO_188,BO_008,6,2021-12-21,2021-11-11,2021-11-17
1,1,17,BO_188,BO_008,7,2021-12-06,2021-11-11,2021-11-17
1,1,17,BO_188,BO_008,8,2021-12-06,2021-11-11,2021-11-17
1,1,18,BO_106,BO_191,1,2021-12-06,2021-11-11,2021-11-17
1,1,18,BO_106,BO_191,2,NA,2021-11-11,2021-11-17
1,1,18,BO_106,BO_191,3,NA,2021-11-11,2021-11-17
1,1,18,BO_106,BO_191,4,2021-12-06,2021-11-11,2021-11-17
1,1,18,BO_106,BO_191,5,2021-12-06,2021-11-11,2021-11-17
1,1,18,BO_106,BO_191,6,2021-12-06,2021-11-11,2021-11-17
1,1,18,BO_106,BO_191,7,2021-12-06,2021-11-11,2021-11-17
1,1,18,BO_106,BO_191,8,2021-12-06,2021-11-11,2021-11-17
1,1,19,BO_073,BO_117,1,2021-12-06,2021-11-11,2021-11-17
1,1,19,BO_073,BO_117,2,2021-12-06,2021-11-11,2021-11-17
1,1,19,BO_073,BO_117,3,2021-12-06,2021-11-11,2021-11-17
1,1,19,BO_073,BO_117,4,NA,2021-11-11,2021-11-17
1,1,19,BO_073,BO_117,5,NA,2021-11-11,2021-11-17
1,1,19,BO_073,BO_117,6,2021-12-15,2021-11-11,2021-11-17
1,1,19,BO_073,BO_117,7,2021-12-06,2021-11-11,2021-11-17
1,1,19,BO_073,BO_117,8,2021-12-28,2021-11-11,2021-11-17
1,1,20,BO_130,BO_120,1,2021-12-06,2021-11-11,2021-11-17
1,1,20,BO_130,BO_120,2,2021-12-06,2021-11-11,2021-11-17
1,1,20,BO_130,BO_120,3,NA,2021-11-11,2021-11-17
1,1,20,BO_130,BO_120,4,NA,2021-11-11,2021-11-17
1,1,20,BO_130,BO_120,5,NA,2021-11-11,2021-11-17
1,1,20,BO_130,BO_120,6,2021-12-06,2021-11-11,2021-11-17
1,1,20,BO_130,BO_120,7,NA,2021-11-11,2021-11-17
1,1,20,BO_130,BO_120,8,2021-12-28,2021-11-11,2021-11-17
1,1,21,BO_192,BO_021,1,2021-12-06,2021-11-11,2021-11-17
1,1,21,BO_192,BO_021,2,2021-12-06,2021-11-11,2021-11-17
1,1,21,BO_192,BO_021,3,2021-12-06,2021-11-11,2021-11-17
1,1,21,BO_192,BO_021,4,2021-12-06,2021-11-11,2021-11-17
1,1,21,BO_192,BO_021,5,2021-12-06,2021-11-11,2021-11-17
1,1,21,BO_192,BO_021,6,2021-12-06,2021-11-11,2021-11-17
1,1,21,BO_192,BO_021,7,2021-12-06,2021-11-11,2021-11-17
1,1,21,BO_192,BO_021,8,2021-12-06,2021-11-11,2021-11-17
1,1,22,BO_101,BO_024,1,2021-12-06,2021-11-11,2021-11-17
1,1,22,BO_101,BO_024,2,2021-12-06,2021-11-11,2021-11-17
1,1,22,BO_101,BO_024,3,2021-12-06,2021-11-11,2021-11-17
1,1,22,BO_101,BO_024,4,NA,2021-11-11,2021-11-17
1,1,22,BO_101,BO_024,5,NA,2021-11-11,2021-11-17
1,1,22,BO_101,BO_024,6,NA,2021-11-11,2021-11-17
1,1,22,BO_101,BO_024,7,2021-12-06,2021-11-11,2021-11-17
1,1,22,BO_101,BO_024,8,2021-12-15,2021-11-11,2021-11-17
1,1,23,BO_143,BO_004,1,NA,2021-11-11,2021-11-17
1,1,23,BO_143,BO_004,2,2021-12-21,2021-11-11,2021-11-17
1,1,23,BO_143,BO_004,3,2021-12-06,2021-11-11,2021-11-17
1,1,23,BO_143,BO_004,4,NA,2021-11-11,2021-11-17
1,1,23,BO_143,BO_004,5,NA,2021-11-11,2021-11-17
1,1,23,BO_143,BO_004,6,2021-12-28,2021-11-11,2021-11-17
1,1,23,BO_143,BO_004,7,2021-12-06,2021-11-11,2021-11-17
1,1,23,BO_143,BO_004,8,2021-12-06,2021-11-11,2021-11-17
1,1,24,BO_128,BO_060,1,2021-12-06,2021-11-11,2021-11-17
1,1,24,BO_128,BO_060,2,2021-12-06,2021-11-11,2021-11-17
1,1,24,BO_128,BO_060,3,2021-12-06,2021-11-11,2021-11-17
1,1,24,BO_128,BO_060,4,2021-12-06,2021-11-11,2021-11-17
1,1,24,BO_128,BO_060,5,2021-12-06,2021-11-11,2021-11-17
1,1,24,BO_128,BO_060,6,2021-12-06,2021-11-11,2021-11-17
1,1,24,BO_128,BO_060,7,2021-12-06,2021-11-11,2021-11-17
1,1,24,BO_128,BO_060,8,2021-12-06,2021-11-11,2021-11-17
1,1,25,BO_005,BO_176,1,NA,2021-11-11,2021-11-17
1,1,25,BO_005,BO_176,2,2021-12-15,2021-11-11,2021-11-17
1,1,25,BO_005,BO_176,3,NA,2021-11-11,2021-11-17
1,1,25,BO_005,BO_176,4,2021-12-06,2021-11-11,2021-11-17
1,1,25,BO_005,BO_176,5,2021-12-06,2021-11-11,2021-11-17
1,1,25,BO_005,BO_176,6,2021-12-06,2021-11-11,2021-11-17
1,1,25,BO_005,BO_176,7,2021-12-06,2021-11-11,2021-11-17
1,1,25,BO_005,BO_176,8,2021-12-06,2021-11-11,2021-11-17
1,1,26,BO_149,BO_185,1,2021-12-06,2021-11-11,2021-11-17
1,1,26,BO_149,BO_185,2,2021-12-06,2021-11-11,2021-11-17
1,1,26,BO_149,BO_185,3,NA,2021-11-11,2021-11-17
1,1,26,BO_149,BO_185,4,NA,2021-11-11,2021-11-17
1,1,26,BO_149,BO_185,5,2021-12-06,2021-11-11,2021-11-17
1,1,26,BO_149,BO_185,6,NA,2021-11-11,2021-11-17
1,1,26,BO_149,BO_185,7,NA,2021-11-11,2021-11-17
1,1,26,BO_149,BO_185,8,NA,2021-11-11,2021-11-17
1,1,27,BO_096,BO_178,1,2021-12-06,2021-11-11,2021-11-17
1,1,27,BO_096,BO_178,2,2021-12-06,2021-11-11,2021-11-17
1,1,27,BO_096,BO_178,3,2021-12-06,2021-11-11,2021-11-17
1,1,27,BO_096,BO_178,4,2021-12-06,2021-11-11,2021-11-17
1,1,27,BO_096,BO_178,5,NA,2021-11-11,2021-11-17
1,1,27,BO_096,BO_178,6,2021-12-06,2021-11-11,2021-11-17
1,1,27,BO_096,BO_178,7,2021-12-06,2021-11-11,2021-11-17
1,1,27,BO_096,BO_178,8,2021-12-06,2021-11-11,2021-11-17
1,1,28,BO_194,BO_098,1,NA,2021-11-11,2021-11-17
1,1,28,BO_194,BO_098,2,2021-12-06,2021-11-11,2021-11-17
1,1,28,BO_194,BO_098,3,2021-12-06,2021-11-11,2021-11-17
1,1,28,BO_194,BO_098,4,2021-12-06,2021-11-11,2021-11-17
1,1,28,BO_194,BO_098,5,NA,2021-11-11,2021-11-17
1,1,28,BO_194,BO_098,6,2021-12-06,2021-11-11,2021-11-17
1,1,28,BO_194,BO_098,7,2021-12-06,2021-11-11,2021-11-17
1,1,28,BO_194,BO_098,8,2021-12-06,2021-11-11,2021-11-17
1,1,29,BO_177,BO_139,1,2021-12-21,2021-11-11,2021-11-17
1,1,29,BO_177,BO_139,2,2021-12-06,2021-11-11,2021-11-17
1,1,29,BO_177,BO_139,3,2021-12-06,2021-11-11,2021-11-17
1,1,29,BO_177,BO_139,4,2021-12-06,2021-11-11,2021-11-17
1,1,29,BO_177,BO_139,5,NA,2021-11-11,2021-11-17
1,1,29,BO_177,BO_139,6,NA,2021-11-11,2021-11-17
1,1,29,BO_177,BO_139,7,2021-12-06,2021-11-11,2021-11-17
1,1,29,BO_177,BO_139,8,2021-12-06,2021-11-11,2021-11-17
1,1,30,BO_101,BO_182,1,2021-12-06,2021-11-11,2021-11-17
1,1,30,BO_101,BO_182,2,2021-12-06,2021-11-11,2021-11-17
1,1,30,BO_101,BO_182,3,2021-12-06,2021-11-11,2021-11-17
1,1,30,BO_101,BO_182,4,2021-12-06,2021-11-11,2021-11-17
1,1,30,BO_101,BO_182,5,2021-12-06,2021-11-11,2021-11-17
1,1,30,BO_101,BO_182,6,2021-12-06,2021-11-11,2021-11-17
1,1,30,BO_101,BO_182,7,NA,2021-11-11,2021-11-17
1,1,30,BO_101,BO_182,8,2021-12-15,2021-11-11,2021-11-17
1,1,31,BO_168,BO_175,1,2021-12-06,2021-11-11,2021-11-17
1,1,31,BO_168,BO_175,2,2021-12-06,2021-11-11,2021-11-17
1,1,31,BO_168,BO_175,3,2021-12-15,2021-11-11,2021-11-17
1,1,31,BO_168,BO_175,4,2021-12-06,2021-11-11,2021-11-17
1,1,31,BO_168,BO_175,5,2021-12-06,2021-11-11,2021-11-17
1,1,31,BO_168,BO_175,6,2021-12-06,2021-11-11,2021-11-17
1,1,31,BO_168,BO_175,7,2021-12-06,2021-11-11,2021-11-17
1,1,31,BO_168,BO_175,8,NA,2021-11-11,2021-11-17
1,1,32,BO_074,BO_118,1,2021-12-06,2021-11-11,2021-11-17
1,1,32,BO_074,BO_118,2,2021-12-06,2021-11-11,2021-11-17
1,1,32,BO_074,BO_118,3,2021-12-06,2021-11-11,2021-11-17
1,1,32,BO_074,BO_118,4,2021-12-06,2021-11-11,2021-11-17
1,1,32,BO_074,BO_118,5,NA,2021-11-11,2021-11-17
1,1,32,BO_074,BO_118,6,NA,2021-11-11,2021-11-17
1,1,32,BO_074,BO_118,7,2021-12-06,2021-11-11,2021-11-17
1,1,32,BO_074,BO_118,8,2021-12-06,2021-11-11,2021-11-17
1,1,33,BO_038,BO_149,1,2021-12-06,2021-11-11,2021-11-17
1,1,33,BO_038,BO_149,2,NA,2021-11-11,2021-11-17
1,1,33,BO_038,BO_149,3,NA,2021-11-11,2021-11-17
1,1,33,BO_038,BO_149,4,2021-12-06,2021-11-11,2021-11-17
1,1,33,BO_038,BO_149,5,NA,2021-11-11,2021-11-17
1,1,33,BO_038,BO_149,6,NA,2021-11-11,2021-11-17
1,1,33,BO_038,BO_149,7,NA,2021-11-11,2021-11-17
1,1,33,BO_038,BO_149,8,NA,2021-11-11,2021-11-17
1,1,34,BO_177,BO_121,1,2021-12-06,2021-11-11,2021-11-17
1,1,34,BO_177,BO_121,2,NA,2021-11-11,2021-11-17
1,1,34,BO_177,BO_121,3,2021-12-06,2021-11-11,2021-11-17
1,1,34,BO_177,BO_121,4,2021-12-06,2021-11-11,2021-11-17
1,1,34,BO_177,BO_121,5,NA,2021-11-11,2021-11-17
1,1,34,BO_177,BO_121,6,2021-12-06,2021-11-11,2021-11-17
1,1,34,BO_177,BO_121,7,2021-12-06,2021-11-11,2021-11-17
1,1,34,BO_177,BO_121,8,2021-12-06,2021-11-11,2021-11-17
1,1,35,BO_013,BO_141,1,2021-12-06,2021-11-11,2021-11-17
1,1,35,BO_013,BO_141,2,2021-12-06,2021-11-11,2021-11-17
1,1,35,BO_013,BO_141,3,2021-12-06,2021-11-11,2021-11-17
1,1,35,BO_013,BO_141,4,2021-12-06,2021-11-11,2021-11-17
1,1,35,BO_013,BO_141,5,NA,2021-11-11,2021-11-17
1,1,35,BO_013,BO_141,6,NA,2021-11-11,2021-11-17
1,1,35,BO_013,BO_141,7,NA,2021-11-11,2021-11-17
1,1,35,BO_013,BO_141,8,NA,2021-11-11,2021-11-17
1,1,36,BO_153,BO_022,1,NA,2021-11-11,2021-11-17
1,1,36,BO_153,BO_022,2,2021-12-15,2021-11-11,2021-11-17
1,1,36,BO_153,BO_022,3,NA,2021-11-11,2021-11-17
1,1,36,BO_153,BO_022,4,2021-12-06,2021-11-11,2021-11-17
1,1,36,BO_153,BO_022,5,NA,2021-11-11,2021-11-17
1,1,36,BO_153,BO_022,6,2021-12-28,2021-11-11,2021-11-17
1,1,36,BO_153,BO_022,7,2021-12-06,2021-11-11,2021-11-17
1,1,36,BO_153,BO_022,8,2021-12-15,2021-11-11,2021-11-17
1,1,37,BO_192,BO_127,1,NA,2021-11-11,2021-11-17
1,1,37,BO_192,BO_127,2,2021-12-06,2021-11-11,2021-11-17
1,1,37,BO_192,BO_127,3,NA,2021-11-11,2021-11-17
1,1,37,BO_192,BO_127,4,NA,2021-11-11,2021-11-17
1,1,37,BO_192,BO_127,5,NA,2021-11-11,2021-11-17
1,1,37,BO_192,BO_127,6,NA,2021-11-11,2021-11-17
1,1,37,BO_192,BO_127,7,NA,2021-11-11,2021-11-17
1,1,37,BO_192,BO_127,8,2021-12-06,2021-11-11,2021-11-17
1,1,38,BO_101,BO_080,1,2021-12-06,2021-11-11,2021-11-17
1,1,38,BO_101,BO_080,2,2021-12-15,2021-11-11,2021-11-17
1,1,38,BO_101,BO_080,3,2021-12-06,2021-11-11,2021-11-17
1,1,38,BO_101,BO_080,4,NA,2021-11-11,2021-11-17
1,1,38,BO_101,BO_080,5,NA,2021-11-11,2021-11-17
1,1,38,BO_101,BO_080,6,2021-12-06,2021-11-11,2021-11-17
1,1,38,BO_101,BO_080,7,2021-12-06,2021-11-11,2021-11-17
1,1,38,BO_101,BO_080,8,NA,2021-11-11,2021-11-17
1,1,39,BO_173,BO_079,1,2021-12-15,2021-11-11,2021-11-17
1,1,39,BO_173,BO_079,2,2021-12-15,2021-11-11,2021-11-17
1,1,39,BO_173,BO_079,3,NA,2021-11-11,2021-11-17
1,1,39,BO_173,BO_079,4,2021-12-15,2021-11-11,2021-11-17
1,1,39,BO_173,BO_079,5,NA,2021-11-11,2021-11-17
1,1,39,BO_173,BO_079,6,2021-12-06,2021-11-11,2021-11-17
1,1,39,BO_173,BO_079,7,NA,2021-11-11,2021-11-17
1,1,39,BO_173,BO_079,8,NA,2021-11-11,2021-11-17
1,1,40,BO_038,BO_082,1,2021-12-06,2021-11-11,2021-11-17
1,1,40,BO_038,BO_082,2,2021-12-06,2021-11-11,2021-11-17
1,1,40,BO_038,BO_082,3,NA,2021-11-11,2021-11-17
1,1,40,BO_038,BO_082,4,NA,2021-11-11,2021-11-17
1,1,40,BO_038,BO_082,5,NA,2021-11-11,2021-11-17
1,1,40,BO_038,BO_082,6,NA,2021-11-11,2021-11-17
1,1,40,BO_038,BO_082,7,NA,2021-11-11,2021-11-17
1,1,40,BO_038,BO_082,8,NA,2021-11-11,2021-11-17
1,1,41,BO_128,BO_105,1,NA,2021-11-11,2021-11-17
1,1,41,BO_128,BO_105,2,NA,2021-11-11,2021-11-17
1,1,41,BO_128,BO_105,3,NA,2021-11-11,2021-11-17
1,1,41,BO_128,BO_105,4,NA,2021-11-11,2021-11-17
1,1,41,BO_128,BO_105,5,NA,2021-11-11,2021-11-17
1,1,41,BO_128,BO_105,6,NA,2021-11-11,2021-11-17
1,1,41,BO_128,BO_105,7,NA,2021-11-11,2021-11-17
1,1,41,BO_128,BO_105,8,NA,2021-11-11,2021-11-17
1,1,42,BO_058,BO_094,1,NA,2021-11-11,2021-11-17
1,1,42,BO_058,BO_094,2,NA,2021-11-11,2021-11-17
1,1,42,BO_058,BO_094,3,NA,2021-11-11,2021-11-17
1,1,42,BO_058,BO_094,4,2021-12-15,2021-11-11,2021-11-17
1,1,42,BO_058,BO_094,5,NA,2021-11-11,2021-11-17
1,1,42,BO_058,BO_094,6,NA,2021-11-11,2021-11-17
1,1,42,BO_058,BO_094,7,NA,2021-11-11,2021-11-17
1,1,42,BO_058,BO_094,8,NA,2021-11-11,2021-11-17
1,1,43,BO_185,BO_153,1,NA,2021-11-11,2021-11-17
1,1,43,BO_185,BO_153,2,NA,2021-11-11,2021-11-17
1,1,43,BO_185,BO_153,3,NA,2021-11-11,2021-11-17
1,1,43,BO_185,BO_153,4,NA,2021-11-11,2021-11-17
1,1,43,BO_185,BO_153,5,NA,2021-11-11,2021-11-17
1,1,43,BO_185,BO_153,6,NA,2021-11-11,2021-11-17
1,1,43,BO_185,BO_153,7,NA,2021-11-11,2021-11-17
1,1,43,BO_185,BO_153,8,NA,2021-11-11,2021-11-17
1,1,44,BO_168,BO_155,1,NA,2021-11-11,2021-11-17
1,1,44,BO_168,BO_155,2,NA,2021-11-11,2021-11-17
1,1,44,BO_168,BO_155,3,NA,2021-11-11,2021-11-17
1,1,44,BO_168,BO_155,4,NA,2021-11-11,2021-11-17
1,1,44,BO_168,BO_155,5,NA,2021-11-11,2021-11-17
1,1,44,BO_168,BO_155,6,NA,2021-11-11,2021-11-17
1,1,44,BO_168,BO_155,7,NA,2021-11-11,2021-11-17
1,1,44,BO_168,BO_155,8,NA,2021-11-11,2021-11-17
1,2,45,BO_187,BO_135,1,NA,2021-11-11,2021-11-17
1,2,45,BO_187,BO_135,2,NA,2021-11-11,2021-11-17
1,2,45,BO_187,BO_135,3,2021-12-06,2021-11-11,2021-11-17
1,2,45,BO_187,BO_135,4,NA,2021-11-11,2021-11-17
1,2,45,BO_187,BO_135,5,NA,2021-11-11,2021-11-17
1,2,45,BO_187,BO_135,6,2021-12-06,2021-11-11,2021-11-17
1,2,45,BO_187,BO_135,7,NA,2021-11-11,2021-11-17
1,2,45,BO_187,BO_135,8,NA,2021-11-11,2021-11-17
1,2,46,BO_188,BO_052,1,2021-12-06,2021-11-11,2021-11-17
1,2,46,BO_188,BO_052,2,NA,2021-11-11,2021-11-17
1,2,46,BO_188,BO_052,3,2021-12-06,2021-11-11,2021-11-17
1,2,46,BO_188,BO_052,4,2021-12-06,2021-11-11,2021-11-17
1,2,46,BO_188,BO_052,5,2021-12-06,2021-11-11,2021-11-17
1,2,46,BO_188,BO_052,6,NA,2021-11-11,2021-11-17
1,2,46,BO_188,BO_052,7,NA,2021-11-11,2021-11-17
1,2,46,BO_188,BO_052,8,2021-12-06,2021-11-11,2021-11-17
1,2,47,BO_201,BO_189,1,NA,2021-11-11,2021-11-17
1,2,47,BO_201,BO_189,2,2021-12-06,2021-11-11,2021-11-17
1,2,47,BO_201,BO_189,3,NA,2021-11-11,2021-11-17
1,2,47,BO_201,BO_189,4,NA,2021-11-11,2021-11-17
1,2,47,BO_201,BO_189,5,NA,2021-11-11,2021-11-17
1,2,47,BO_201,BO_189,6,2021-12-15,2021-11-11,2021-11-17
1,2,47,BO_201,BO_189,7,NA,2021-11-11,2021-11-17
