Sequence,Location,position,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,Notes
102,34,R,G1,BB_201,4,,,,,,,,,,,
102,34,R,G1,BB_201,5,,,,,,,,,,,
103,35,L,G2,BB_021,1,,,,,,,,,,,
103,35,L,G2,BB_021,2,,,,,,,,,,,
103,35,L,G2,BB_021,3,,,,,,,,,,,
103,35,L,G2,BB_021,4,,,,,,,,,,,
103,35,L,G2,BB_021,5,,,,,,,,,,,
103,35,R,G2,BB_148,1,,,,,,,,,,,
103,35,R,G2,BB_148,2,,,,,,,,,,,
103,35,R,G2,BB_148,3,,,,,,,,,,,
103,35,R,G2,BB_148,4,,,,,,,,,,,
103,35,R,G2,BB_148,5,,,,,,,,,,,
104,35,L,G1,BB_119,1,,,,,,,,,,,
104,35,L,G1,BB_119,2,,,,,,,,,,,
104,35,L,G1,BB_119,3,,,,,,,,,,,
104,35,L,G1,BB_119,4,,,,,,,,,,,
104,35,L,G1,BB_119,5,,,,,,,,,,,
104,35,R,G1,BB_019,1,,,,,,,,,,,
104,35,R,G1,BB_019,2,,,,,,,,,,,
104,35,R,G1,BB_019,3,,,,,,,,,,,
104,35,R,G1,BB_019,4,,,,,,,,,,,
104,35,R,G1,BB_019,5,,,,,,,,,,,
105,35,L,G2,BB_046,1,,,,,,,,,,,
105,35,L,G2,BB_046,2,,,,,,,,,,,
105,35,L,G2,BB_046,3,,,,,,,,,,,
105,35,L,G2,BB_046,4,,,,,,,,,,,
105,35,L,G2,BB_046,5,,,,,,,,,,,
105,35,R,G1,BB_008,1,,,,,,,,,,,
105,35,R,G1,BB_008,2,,,,,,,,,,,
105,35,R,G1,BB_008,3,,,,,,,,,,,
105,35,R,G1,BB_008,4,,,,,,,,,,,
105,35,R,G1,BB_008,5,,,,,,,,,,,
106,36,L,G2,BB_185,1,,,,,,,,,,,
106,36,L,G2,BB_185,2,,,,,,,,,,,
106,36,L,G2,BB_185,3,,,,,,,,,,,
106,36,L,G2,BB_185,4,,,,,,,,,,,
106,36,L,G2,BB_185,5,,,,,,,,,,,
106,36,R,G1,BB_046,1,,,,,,,,,,,
106,36,R,G1,BB_046,2,,,,,,,,,,,
106,36,R,G1,BB_046,3,,,,,,,,,,,
106,36,R,G1,BB_046,4,,,,,,,,,,,
106,36,R,G1,BB_046,5,,,,,,,,,,,
107,36,L,G1,BB_010,1,,,,,,,,,,,
107,36,L,G1,BB_010,2,,,,,,,,,,,
107,36,L,G1,BB_010,3,,,,,,,,,,,
107,36,L,G1,BB_010,4,,,,,,,,,,,
107,36,L,G1,BB_010,5,,,,,,,,,,,
107,36,R,G1,BB_159,1,,,,,,,,,,,
107,36,R,G1,BB_159,2,,,,,,,,,,,
107,36,R,G1,BB_159,3,,,,,,,,,,,
107,36,R,G1,BB_159,4,,,,,,,,,,,
107,36,R,G1,BB_159,5,,,,,,,,,,,
108,36,L,G2,BB_101,1,,,,,,,,,,,
108,36,L,G2,BB_101,2,,,,,,,,,,,
108,36,L,G2,BB_101,3,,,,,,,,,,,
108,36,L,G2,BB_101,4,,,,,,,,,,,
108,36,L,G2,BB_101,5,,,,,,,,,,,
108,36,R,G1,BB_154,1,,,,,,,,,,,
108,36,R,G1,BB_154,2,,,,,,,,,,,
108,36,R,G1,BB_154,3,,,,,,,,,,,
108,36,R,G1,BB_154,4,,,,,,,,,,,
108,36,R,G1,BB_154,5,,,,,,,,,,,
109,37,L,G1,BB_158,1,,,,,,,,,,,
109,37,L,G1,BB_158,2,,,,,,,,,,,
109,37,L,G1,BB_158,3,,,,,,,,,,,
109,37,L,G1,BB_158,4,,,,,,,,,,,
109,37,L,G1,BB_158,5,,,,,,,,,,,
109,37,R,G1,BB_018,1,,,,,,,,,,,
109,37,R,G1,BB_018,2,,,,,,,,,,,
109,37,R,G1,BB_018,3,,,,,,,,,,,
109,37,R,G1,BB_018,4,,,,,,,,,,,
109,37,R,G1,BB_018,5,,,,,,,,,,,
110,37,L,G2,BB_153,1,,,,,,,,,,,
110,37,L,G2,BB_153,2,,,,,,,,,,,
110,37,L,G2,BB_153,3,,,,,,,,,,,
110,37,L,G2,BB_153,4,,,,,,,,,,,
110,37,L,G2,BB_153,5,,,,,,,,,,,
110,37,R,G1,BB_077,1,,,,,,,,,,,
110,37,R,G1,BB_077,2,,,,,,,,,,,
110,37,R,G1,BB_077,3,,,,,,,,,,,
110,37,R,G1,BB_077,4,,,,,,,,,,,
110,37,R,G1,BB_077,5,,,,,,,,,,,
111,37,L,G1,BB_205,1,,,,,,,,,,,
111,37,L,G1,BB_205,2,,,,,,,,,,,
111,37,L,G1,BB_205,3,,,,,,,,,,,
111,37,L,G1,BB_205,4,,,,,,,,,,,
111,37,L,G1,BB_205,5,,,,,,,,,,,
111,37,R,G2,BB_121,1,,,,,,,,,,,
111,37,R,G2,BB_121,2,,,,,,,,,,,
111,37,R,G2,BB_121,3,,,,,,,,,,,
111,37,R,G2,BB_121,4,,,,,,,,,,,
111,37,R,G2,BB_121,5,,,,,,,,,,,
112,38,L,G1,BB_063,1,,,,,,,,,,,
112,38,L,G1,BB_063,2,,,,,,,,,,,
112,38,L,G1,BB_063,3,,,,,,,,,,,
112,38,L,G1,BB_063,4,,,,,,,,,,,
112,38,L,G1,BB_063,5,,,,,,,,,,,
112,38,R,G1,BB_087,1,,,,,,,,,,,
112,38,R,G1,BB_087,2,,,,,,,,,,,
112,38,R,G1,BB_087,3,,,,,,,,,,,
112,38,R,G1,BB_087,4,,,,,,,,,,,
112,38,R,G1,BB_087,5,,,,,,,,,,,
113,38,L,G1,BB_147,1,,,,,,,,,,,
113,38,L,G1,BB_147,2,,,,,,,,,,,
113,38,L,G1,BB_147,3,,,,,,,,,,,
113,38,L,G1,BB_147,4,,,,,,,,,,,
113,38,L,G1,BB_147,5,,,,,,,,,,,
113,38,R,G1,BB_147,1,,,,,,,,,,,
113,38,R,G1,BB_147,2,,,,,,,,,,,
113,38,R,G1,BB_147,3,,,,,,,,,,,
113,38,R,G1,BB_147,4,,,,,,,,,,,
113,38,R,G1,BB_147,5,,,,,,,,,,,
114,38,L,G1,BB_089,1,,,,,,,,,,,
114,38,L,G1,BB_089,2,,,,,,,,,,,
114,38,L,G1,BB_089,3,,,,,,,,,,,
114,38,L,G1,BB_089,4,,,,,,,,,,,
114,38,L,G1,BB_089,5,,,,,,,,,,,
114,38,R,G1,BB_116,1,,,,,,,,,,,
114,38,R,G1,BB_116,2,,,,,,,,,,,
114,38,R,G1,BB_116,3,,,,,,,,,,,
114,38,R,G1,BB_116,4,,,,,,,,,,,
114,38,R,G1,BB_116,5,,,,,,,,,,,
115,39,L,G1,BB_088,1,,,,,,,,,,,
115,39,L,G1,BB_088,2,,,,,,,,,,,
115,39,L,G1,BB_088,3,,,,,,,,,,,
115,39,L,G1,BB_088,4,,,,,,,,,,,
115,39,L,G1,BB_088,5,,,,,,,,,,,
115,39,R,G1,BB_133,1,,,,,,,,,,,
115,39,R,G1,BB_133,2,,,,,,,,,,,
115,39,R,G1,BB_133,3,,,,,,,,,,,
115,39,R,G1,BB_133,4,,,,,,,,,,,
115,39,R,G1,BB_133,5,,,,,,,,,,,
116,39,L,G1,BB_034,1,,,,,,,,,,,
116,39,L,G1,BB_034,2,,,,,,,,,,,
116,39,L,G1,BB_034,3,,,,,,,,,,,
116,39,L,G1,BB_034,4,,,,,,,,,,,
116,39,L,G1,BB_034,5,,,,,,,,,,,
116,39,R,G1,BB_046,1,,,,,,,,,,,
116,39,R,G1,BB_046,2,,,,,,,,,,,
116,39,R,G1,BB_046,3,,,,,,,,,,,
116,39,R,G1,BB_046,4,,,,,,,,,,,
116,39,R,G1,BB_046,5,,,,,,,,,,,
117,39,L,G1,BB_039,1,,,,,,,,,,,
117,39,L,G1,BB_039,2,,,,,,,,,,,
117,39,L,G1,BB_039,3,,,,,,,,,,,
117,39,L,G1,BB_039,4,,,,,,,,,,,
117,39,L,G1,BB_039,5,,,,,,,,,,,
117,39,R,G1,BB_164,1,,,,,,,,,,,
117,39,R,G1,BB_164,2,,,,,,,,,,,
117,39,R,G1,BB_164,3,,,,,,,,,,,
117,39,R,G1,BB_164,4,,,,,,,,,,,
117,39,R,G1,BB_164,5,,,,,,,,,,,
118,40,L,G2,BB_029,1,,,,,,,,,,,
118,40,L,G2,BB_029,2,,,,,,,,,,,
118,40,L,G2,BB_029,3,,,,,,,,,,,
118,40,L,G2,BB_029,4,,,,,,,,,,,
118,40,L,G2,BB_029,5,,,,,,,,,,,
118,40,R,G1,BB_025,1,,,,,,,,,,,
118,40,R,G1,BB_025,2,,,,,,,,,,,
118,40,R,G1,BB_025,3,,,,,,,,,,,
118,40,R,G1,BB_025,4,,,,,,,,,,,
118,40,R,G1,BB_025,5,,,,,,,,,,,
119,40,L,G2,BB_051,1,,,,,,,,,,,
119,40,L,G2,BB_051,2,,,,,,,,,,,
119,40,L,G2,BB_051,3,,,,,,,,,,,
119,40,L,G2,BB_051,4,,,,,,,,,,,
119,40,L,G2,BB_051,5,,,,,,,,,,,
119,40,R,G1,BB_021,1,,,,,,,,,,,
119,40,R,G1,BB_021,2,,,,,,,,,,,
119,40,R,G1,BB_021,3,,,,,,,,,,,
119,40,R,G1,BB_021,4,,,,,,,,,,,
119,40,R,G1,BB_021,5,,,,,,,,,,,
120,40,L,G1,BB_054,1,,,,,,,,,,,
120,40,L,G1,BB_054,2,,,,,,,,,,,
120,40,L,G1,BB_054,3,,,,,,,,,,,
120,40,L,G1,BB_054,4,,,,,,,,,,,
120,40,L,G1,BB_054,5,,,,,,,,,,,
120,40,R,G1,BB_183,1,,,,,,,,,,,
120,40,R,G1,BB_183,2,,,,,,,,,,,
120,40,R,G1,BB_183,3,,,,,,,,,,,
120,40,R,G1,BB_183,4,,,,,,,,,,,
120,40,R,G1,BB_183,5,,,,,,,,,,,
121,41,L,G1,BB_189,1,,,,,,,,,,,
121,41,L,G1,BB_189,2,,,,,,,,,,,
121,41,L,G1,BB_189,3,,,,,,,,,,,
121,41,L,G1,BB_189,4,,,,,,,,,,,
121,41,L,G1,BB_189,5,,,,,,,,,,,
121,41,R,G2,BB_132,1,,,,,,,,,,,
121,41,R,G2,BB_132,2,,,,,,,,,,,
121,41,R,G2,BB_132,3,,,,,,,,,,,
121,41,R,G2,BB_132,4,,,,,,,,,,,
121,41,R,G2,BB_132,5,,,,,,,,,,,
122,41,L,G1,BB_187,1,,,,,,,,,,,
122,41,L,G1,BB_187,2,,,,,,,,,,,
122,41,L,G1,BB_187,3,,,,,,,,,,,
122,41,L,G1,BB_187,4,,,,,,,,,,,
122,41,L,G1,BB_187,5,,,,,,,,,,,
122,41,R,G2,BB_134,1,,,,,,,,,,,
122,41,R,G2,BB_134,2,,,,,,,,,,,
122,41,R,G2,BB_134,3,,,,,,,,,,,
122,41,R,G2,BB_134,4,,,,,,,,,,,
122,41,R,G2,BB_134,5,,,,,,,,,,,
123,41,L,G1,BB_113,1,,,,,,,,,,,
123,41,L,G1,BB_113,2,,,,,,,,,,,
123,41,L,G1,BB_113,3,,,,,,,,,,,
123,41,L,G1,BB_113,4,,,,,,,,,,,
123,41,L,G1,BB_113,5,,,,,,,,,,,
123,41,R,G1,BB_080,1,,,,,,,,,,,
123,41,R,G1,BB_080,2,,,,,,,,,,,
123,41,R,G1,BB_080,3,,,,,,,,,,,
123,41,R,G1,BB_080,4,,,,,,,,,,,
123,41,R,G1,BB_080,5,,,,,,,,,,,
124,42,L,G1,BB_151,1,,,,,,,,,,,
124,42,L,G1,BB_151,2,,,,,,,,,,,
124,42,L,G1,BB_151,3,,,,,,,,,,,
124,42,L,G1,BB_151,4,,,,,,,,,,,
124,42,L,G1,BB_151,5,,,,,,,,,,,
124,42,R,G1,BB_140,1,,,,,,,,,,,
124,42,R,G1,BB_140,2,,,,,,,,,,,
124,42,R,G1,BB_140,3,,,,,,,,,,,
124,42,R,G1,BB_140,4,,,,,,,,,,,
124,42,R,G1,BB_140,5,,,,,,,,,,,
125,42,L,G1,BB_149,1,,,,,,,,,,,
125,42,L,G1,BB_149,2,,,,,,,,,,,
125,42,L,G1,BB_149,3,,,,,,,,,,,
125,42,L,G1,BB_149,4,,,,,,,,,,,
125,42,L,G1,BB_149,5,,,,,,,,,,,
125,42,R,G2,BB_109,1,,,,,,,,,,,
125,42,R,G2,BB_109,2,,,,,,,,,,,
125,42,R,G2,BB_109,3,,,,,,,,,,,
125,42,R,G2,BB_109,4,,,,,,,,,,,
125,42,R,G2,BB_109,5,,,,,,,,,,,
126,42,L,G1,BB_205,1,,,,,,,,,,,
126,42,L,G1,BB_205,2,,,,,,,,,,,
126,42,L,G1,BB_205,3,,,,,,,,,,,
126,42,L,G1,BB_205,4,,,,,,,,,,,
126,42,L,G1,BB_205,5,,,,,,,,,,,
126,42,R,G2,BB_189,1,,,,,,,,,,,
126,42,R,G2,BB_189,2,,,,,,,,,,,
126,42,R,G2,BB_189,3,,,,,,,,,,,
126,42,R,G2,BB_189,4,,,,,,,,,,,
126,42,R,G2,BB_189,5,,,,,,,,,,,
127,43,L,G1,BB_120,1,,,,,,,,,,,
127,43,L,G1,BB_120,2,,,,,,,,,,,
127,43,L,G1,BB_120,3,,,,,,,,,,,
127,43,L,G1,BB_120,4,,,,,,,,,,,
127,43,L,G1,BB_120,5,,,,,,,,,,,
127,43,R,G1,BB_039,1,,,,,,,,,,,
127,43,R,G1,BB_039,2,,,,,,,,,,,
127,43,R,G1,BB_039,3,,,,,,,,,,,
127,43,R,G1,BB_039,4,,,,,,,,,,,
127,43,R,G1,BB_039,5,,,,,,,,,,,
128,43,L,G1,BB_010,1,,,,,,,,,,,
128,43,L,G1,BB_010,2,,,,,,,,,,,
128,43,L,G1,BB_010,3,,,,,,,,,,,
128,43,L,G1,BB_010,4,,,,,,,,,,,
128,43,L,G1,BB_010,5,,,,,,,,,,,
128,43,R,G1,BB_206,1,,,,,,,,,,,
128,43,R,G1,BB_206,2,,,,,,,,,,,
128,43,R,G1,BB_206,3,,,,,,,,,,,
128,43,R,G1,BB_206,4,,,,,,,,,,,
128,43,R,G1,BB_206,5,,,,,,,,,,,
129,43,L,G1,BB_040,1,,,,,,,,,,,
129,43,L,G1,BB_040,2,,,,,,,,,,,
129,43,L,G1,BB_040,3,,,,,,,,,,,
129,43,L,G1,BB_040,4,,,,,,,,,,,
129,43,L,G1,BB_040,5,,,,,,,,,,,
129,43,R,G1,BB_089,1,,,,,,,,,,,
129,43,R,G1,BB_089,2,,,,,,,,,,,
129,43,R,G1,BB_089,3,,,,,,,,,,,
129,43,R,G1,BB_089,4,,,,,,,,,,,
129,43,R,G1,BB_089,5,,,,,,,,,,,
130,44,L,G1,BB_027,1,,,,,,,,,,,
130,44,L,G1,BB_027,2,,,,,,,,,,,
130,44,L,G1,BB_027,3,,,,,,,,,,,
130,44,L,G1,BB_027,4,,,,,,,,,,,
130,44,L,G1,BB_027,5,,,,,,,,,,,
130,44,R,G1,BB_152,1,,,,,,,,,,,
130,44,R,G1,BB_152,2,,,,,,,,,,,
130,44,R,G1,BB_152,3,,,,,,,,,,,
130,44,R,G1,BB_152,4,,,,,,,,,,,
130,44,R,G1,BB_152,5,,,,,,,,,,,
131,44,L,G1,BB_138,1,,,,,,,,,,,
131,44,L,G1,BB_138,2,,,,,,,,,,,
131,44,L,G1,BB_138,3,,,,,,,,,,,
131,44,L,G1,BB_138,4,,,,,,,,,,,
131,44,L,G1,BB_138,5,,,,,,,,,,,
131,44,R,G1,BB_114,1,,,,,,,,,,,
131,44,R,G1,BB_114,2,,,,,,,,,,,
131,44,R,G1,BB_114,3,,,,,,,,,,,
131,44,R,G1,BB_114,4,,,,,,,,,,,
131,44,R,G1,BB_114,5,,,,,,,,,,,
132,44,L,G2,BB_148,1,,,,,,,,,,,
132,44,L,G2,BB_148,2,,,,,,,,,,,
132,44,L,G2,BB_148,3,,,,,,,,,,,
132,44,L,G2,BB_148,4,,,,,,,,,,,
132,44,L,G2,BB_148,5,,,,,,,,,,,
132,44,R,G1,BB_199,1,,,,,,,,,,,
132,44,R,G1,BB_199,2,,,,,,,,,,,
132,44,R,G1,BB_199,3,,,,,,,,,,,
132,44,R,G1,BB_199,4,,,,,,,,,,,
132,44,R,G1,BB_199,5,,,,,,,,,,,
133,45,L,G2,BB_053,1,,,,,,,,,,,
133,45,L,G2,BB_053,2,,,,,,,,,,,
133,45,L,G2,BB_053,3,,,,,,,,,,,
133,45,L,G2,BB_053,4,,,,,,,,,,,
133,45,L,G2,BB_053,5,,,,,,,,,,,
133,45,R,G2,BB_039,1,,,,,,,,,,,
133,45,R,G2,BB_039,2,,,,,,,,,,,
133,45,R,G2,BB_039,3,,,,,,,,,,,
133,45,R,G2,BB_039,4,,,,,,,,,,,
133,45,R,G2,BB_039,5,,,,,,,,,,,
134,45,L,G1,BB_200,1,,,,,,,,,,,
134,45,L,G1,BB_200,2,,,,,,,,,,,
134,45,L,G1,BB_200,3,,,,,,,,,,,
134,45,L,G1,BB_200,4,,,,,,,,,,,
134,45,L,G1,BB_200,5,,,,,,,,,,,
134,45,R,G1,BB_110,1,,,,,,,,,,,
134,45,R,G1,BB_110,2,,,,,,,,,,,
134,45,R,G1,BB_110,3,,,,,,,,,,,
134,45,R,G1,BB_110,4,,,,,,,,,,,
134,45,R,G1,BB_110,5,,,,,,,,,,,
135,45,L,G2,BB_135,1,,,,,,,,,,,
135,45,L,G2,BB_135,2,,,,,,,,,,,
135,45,L,G2,BB_135,3,,,,,,,,,,,
135,45,L,G2,BB_135,4,,,,,,,,,,,
135,45,L,G2,BB_135,5,,,,,,,,,,,
135,45,R,G2,BB_013,1,,,,,,,,,,,
135,45,R,G2,BB_013,2,,,,,,,,,,,
135,45,R,G2,BB_013,3,,,,,,,,,,,
135,45,R,G2,BB_013,4,,,,,,,,,,,
135,45,R,G2,BB_013,5,,,,,,,,,,,
136,46,L,G2,BB_088,1,,,,,,,,,,,
136,46,L,G2,BB_088,2,,,,,,,,,,,
136,46,L,G2,BB_088,3,,,,,,,,,,,
136,46,L,G2,BB_088,4,,,,,,,,,,,
136,46,L,G2,BB_088,5,,,,,,,,,,,
136,46,R,G1,BB_146,1,,,,,,,,,,,
136,46,R,G1,BB_146,2,,,,,,,,,,,
136,46,R,G1,BB_146,3,,,,,,,,,,,
136,46,R,G1,BB_146,4,,,,,,,,,,,
136,46,R,G1,BB_146,5,,,,,,,,,,,
137,46,L,G2,BB_193,1,,,,,,,,,,,
137,46,L,G2,BB_193,2,,,,,,,,,,,
137,46,L,G2,BB_193,3,,,,,,,,,,,
137,46,L,G2,BB_193,4,,,,,,,,,,,
137,46,L,G2,BB_193,5,,,,,,,,,,,
137,46,R,G1,BB_109,1,,,,,,,,,,,
137,46,R,G1,BB_109,2,,,,,,,,,,,
137,46,R,G1,BB_109,3,,,,,,,,,,,
137,46,R,G1,BB_109,4,,,,,,,,,,,
137,46,R,G1,BB_109,5,,,,,,,,,,,
138,46,L,G1,BB_137,1,,,,,,,,,,,
138,46,L,G1,BB_137,2,,,,,,,,,,,
138,46,L,G1,BB_137,3,,,,,,,,,,,
138,46,L,G1,BB_137,4,,,,,,,,,,,
138,46,L,G1,BB_137,5,,,,,,,,,,,
138,46,R,G1,BB_117,1,,,,,,,,,,,
138,46,R,G1,BB_117,2,,,,,,,,,,,
138,46,R,G1,BB_117,3,,,,,,,,,,,
138,46,R,G1,BB_117,4,,,,,,,,,,,
138,46,R,G1,BB_117,5,,,,,,,,,,,
139,47,L,G1,BB_209,1,,,,,,,,,,,
139,47,L,G1,BB_209,2,,,,,,,,,,,
139,47,L,G1,BB_209,3,,,,,,,,,,,
139,47,L,G1,BB_209,4,,,,,,,,,,,
139,47,L,G1,BB_209,5,,,,,,,,,,,
139,47,R,G2,BB_105,1,,,,,,,,,,,
139,47,R,G2,BB_105,2,,,,,,,,,,,
139,47,R,G2,BB_105,3,,,,,,,,,,,
139,47,R,G2,BB_105,4,,,,,,,,,,,
139,47,R,G2,BB_105,5,,,,,,,,,,,
140,47,L,G2,BB_134,1,,,,,,,,,,,
140,47,L,G2,BB_134,2,,,,,,,,,,,
140,47,L,G2,BB_134,3,,,,,,,,,,,
140,47,L,G2,BB_134,4,,,,,,,,,,,
140,47,L,G2,BB_134,5,,,,,,,,,,,
140,47,R,G1,BB_186,1,,,,,,,,,,,
140,47,R,G1,BB_186,2,,,,,,,,,,,
140,47,R,G1,BB_186,3,,,,,,,,,,,
140,47,R,G1,BB_186,4,,,,,,,,,,,
140,47,R,G1,BB_186,5,,,,,,,,,,,
141,47,L,G1,BB_134,1,,,,,,,,,,,
141,47,L,G1,BB_134,2,,,,,,,,,,,
141,47,L,G1,BB_134,3,,,,,,,,,,,
141,47,L,G1,BB_134,4,,,,,,,,,,,
141,47,L,G1,BB_134,5,,,,,,,,,,,
141,47,R,G2,BB_138,1,,,,,,,,,,,
141,47,R,G2,BB_138,2,,,,,,,,,,,
141,47,R,G2,BB_138,3,,,,,,,,,,,
141,47,R,G2,BB_138,4,,,,,,,,,,,
141,47,R,G2,BB_138,5,,,,,,,,,,,
142,48,L,G1,BB_132,1,,,,,,,,,,,
142,48,L,G1,BB_132,2,,,,,,,,,,,
142,48,L,G1,BB_132,3,,,,,,,,,,,
142,48,L,G1,BB_132,4,,,,,,,,,,,
142,48,L,G1,BB_132,5,,,,,,,,,,,
142,48,R,G2,BB_200,1,,,,,,,,,,,
142,48,R,G2,BB_200,2,,,,,,,,,,,
142,48,R,G2,BB_200,3,,,,,,,,,,,
142,48,R,G2,BB_200,4,,,,,,,,,,,
142,48,R,G2,BB_200,5,,,,,,,,,,,
143,48,L,G1,BB_045,1,,,,,,,,,,,
143,48,L,G1,BB_045,2,,,,,,,,,,,
143,48,L,G1,BB_045,3,,,,,,,,,,,
143,48,L,G1,BB_045,4,,,,,,,,,,,
143,48,L,G1,BB_045,5,,,,,,,,,,,
143,48,R,G1,BB_009,1,,,,,,,,,,,
143,48,R,G1,BB_009,2,,,,,,,,,,,
143,48,R,G1,BB_009,3,,,,,,,,,,,
143,48,R,G1,BB_009,4,,,,,,,,,,,
143,48,R,G1,BB_009,5,,,,,,,,,,,
144,48,L,G1,BB_054,1,,,,,,,,,,,
144,48,L,G1,BB_054,2,,,,,,,,,,,
144,48,L,G1,BB_054,3,,,,,,,,,,,
144,48,L,G1,BB_054,4,,,,,,,,,,,
144,48,L,G1,BB_054,5,,,,,,,,,,,
144,48,R,G2,BB_083,1,,,,,,,,,,,
144,48,R,G2,BB_083,2,,,,,,,,,,,
144,48,R,G2,BB_083,3,,,,,,,,,,,
144,48,R,G2,BB_083,4,,,,,,,,,,,
144,48,R,G2,BB_083,5,,,,,,,,,,,
145,49,L,G1,BB_043,1,,,,,,,,,,,
145,49,L,G1,BB_043,2,,,,,,,,,,,
145,49,L,G1,BB_043,3,,,,,,,,,,,
145,49,L,G1,BB_043,4,,,,,,,,,,,
145,49,L,G1,BB_043,5,,,,,,,,,,,
145,49,R,G1,BB_050,1,,,,,,,,,,,
145,49,R,G1,BB_050,2,,,,,,,,,,,
145,49,R,G1,BB_050,3,,,,,,,,,,,
145,49,R,G1,BB_050,4,,,,,,,,,,,
145,49,R,G1,BB_050,5,,,,,,,,,,,
146,49,L,G1,BB_085,1,,,,,,,,,,,
146,49,L,G1,BB_085,2,,,,,,,,,,,
146,49,L,G1,BB_085,3,,,,,,,,,,,
146,49,L,G1,BB_085,4,,,,,,,,,,,
146,49,L,G1,BB_085,5,,,,,,,,,,,
146,49,R,G1,BB_140,1,,,,,,,,,,,
146,49,R,G1,BB_140,2,,,,,,,,,,,
146,49,R,G1,BB_140,3,,,,,,,,,,,
146,49,R,G1,BB_140,4,,,,,,,,,,,
146,49,R,G1,BB_140,5,,,,,,,,,,,
147,49,L,G1,BB_208,1,,,,,,,,,,,
147,49,L,G1,BB_208,2,,,,,,,,,,,
147,49,L,G1,BB_208,3,,,,,,,,,,,
147,49,L,G1,BB_208,4,,,,,,,,,,,
147,49,L,G1,BB_208,5,,,,,,,,,,,
147,49,R,G2,BB_054,1,,,,,,,,,,,
147,49,R,G2,BB_054,2,,,,,,,,,,,
147,49,R,G2,BB_054,3,,,,,,,,,,,
147,49,R,G2,BB_054,4,,,,,,,,,,,
147,49,R,G2,BB_054,5,,,,,,,,,,,
148,50,L,G1,BB_145,1,,,,,,,,,,,
148,50,L,G1,BB_145,2,,,,,,,,,,,
148,50,L,G1,BB_145,3,,,,,,,,,,,
148,50,L,G1,BB_145,4,,,,,,,,,,,
148,50,L,G1,BB_145,5,,,,,,,,,,,
148,50,R,G2,BB_146,1,,,,,,,,,,,
148,50,R,G2,BB_146,2,,,,,,,,,,,
148,50,R,G2,BB_146,3,,,,,,,,,,,
148,50,R,G2,BB_146,4,,,,,,,,,,,
148,50,R,G2,BB_146,5,,,,,,,,,,,
149,50,L,G1,BB_126,1,,,,,,,,,,,
149,50,L,G1,BB_126,2,,,,,,,,,,,
149,50,L,G1,BB_126,3,,,,,,,,,,,
149,50,L,G1,BB_126,4,,,,,,,,,,,
149,50,L,G1,BB_126,5,,,,,,,,,,,
149,50,R,G2,BB_157,1,,,,,,,,,,,
149,50,R,G2,BB_157,2,,,,,,,,,,,
149,50,R,G2,BB_157,3,,,,,,,,,,,
149,50,R,G2,BB_157,4,,,,,,,,,,,
149,50,R,G2,BB_157,5,,,,,,,,,,,
150,50,L,G1,BB_059,1,,,,,,,,,,,
150,50,L,G1,BB_059,2,,,,,,,,,,,
150,50,L,G1,BB_059,3,,,,,,,,,,,
150,50,L,G1,BB_059,4,,,,,,,,,,,
150,50,L,G1,BB_059,5,,,,,,,,,,,
150,50,R,G2,BB_009,1,,,,,,,,,,,
150,50,R,G2,BB_009,2,,,,,,,,,,,
150,50,R,G2,BB_009,3,,,,,,,,,,,
150,50,R,G2,BB_009,4,,,,,,,,,,,
150,50,R,G2,BB_009,5,,,,,,,,,,,
151,51,L,G1,BB_044,1,,,,,,,,,,,
151,51,L,G1,BB_044,2,,,,,,,,,,,
151,51,L,G1,BB_044,3,,,,,,,,,,,
151,51,L,G1,BB_044,4,,,,,,,,,,,
151,51,L,G1,BB_044,5,,,,,,,,,,,
151,51,R,G2,BB_189,1,,,,,,,,,,,
151,51,R,G2,BB_189,2,,,,,,,,,,,
151,51,R,G2,BB_189,3,,,,,,,,,,,
151,51,R,G2,BB_189,4,,,,,,,,,,,
151,51,R,G2,BB_189,5,,,,,,,,,,,
152,51,L,G2,BB_093,1,,,,,,,,,,,
152,51,L,G2,BB_093,2,,,,,,,,,,,
152,51,L,G2,BB_093,3,,,,,,,,,,,
152,51,L,G2,BB_093,4,,,,,,,,,,,
152,51,L,G2,BB_093,5,,,,,,,,,,,
152,51,R,G2,BB_088,1,,,,,,,,,,,
152,51,R,G2,BB_088,2,,,,,,,,,,,
152,51,R,G2,BB_088,3,,,,,,,,,,,
152,51,R,G2,BB_088,4,,,,,,,,,,,
152,51,R,G2,BB_088,5,,,,,,,,,,,
153,51,L,G1,BB_002,1,,,,,,,,,,,
153,51,L,G1,BB_002,2,,,,,,,,,,,
153,51,L,G1,BB_002,3,,,,,,,,,,,
153,51,L,G1,BB_002,4,,,,,,,,,,,
153,51,L,G1,BB_002,5,,,,,,,,,,,
153,51,R,G1,BB_145,1,,,,,,,,,,,
153,51,R,G1,BB_145,2,,,,,,,,,,,
153,51,R,G1,BB_145,3,,,,,,,,,,,
153,51,R,G1,BB_145,4,,,,,,,,,,,
153,51,R,G1,BB_145,5,,,,,,,,,,,
154,52,L,G2,BB_154,1,,,,,,,,,,,
154,52,L,G2,BB_154,2,,,,,,,,,,,
154,52,L,G2,BB_154,3,,,,,,,,,,,
