Sequence,Transect,Segment,position,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,Notes
110,3,20,R,G2,HR_174,1,,,,,,,,,,,
110,3,20,R,G2,HR_174,2,,,,,,,,,,,
110,3,20,R,G2,HR_174,3,,,,,,,,,,,
110,3,20,R,G2,HR_174,4,,,,,,,,,,,
110,3,20,R,G2,HR_174,5,,,,,,,,,,,
111,3,21,L,G2,HR_104,1,,,,,,,,,,,
111,3,21,L,G2,HR_104,2,,,,,,,,,,,
111,3,21,L,G2,HR_104,3,,,,,,,,,,,
111,3,21,L,G2,HR_104,4,,,,,,,,,,,
111,3,21,L,G2,HR_104,5,,,,,,,,,,,
111,3,21,R,G2,HR_159,1,,,,,,,,,,,
111,3,21,R,G2,HR_159,2,,,,,,,,,,,
111,3,21,R,G2,HR_159,3,,,,,,,,,,,
111,3,21,R,G2,HR_159,4,,,,,,,,,,,
111,3,21,R,G2,HR_159,5,,,,,,,,,,,
112,3,22,L,G1,HR_175,1,,,,,,,,,,,
112,3,22,L,G1,HR_175,2,,,,,,,,,,,
112,3,22,L,G1,HR_175,3,,,,,,,,,,,
112,3,22,L,G1,HR_175,4,,,,,,,,,,,
112,3,22,L,G1,HR_175,5,,,,,,,,,,,
112,3,22,R,G2,HR_107,1,,,,,,,,,,,
112,3,22,R,G2,HR_107,2,,,,,,,,,,,
112,3,22,R,G2,HR_107,3,,,,,,,,,,,
112,3,22,R,G2,HR_107,4,,,,,,,,,,,
112,3,22,R,G2,HR_107,5,,,,,,,,,,,
113,3,23,L,G1,HR_149,1,,,,,,,,,,,
113,3,23,L,G1,HR_149,2,,,,,,,,,,,
113,3,23,L,G1,HR_149,3,,,,,,,,,,,
113,3,23,L,G1,HR_149,4,,,,,,,,,,,
113,3,23,L,G1,HR_149,5,,,,,,,,,,,
113,3,23,R,G2,HR_053,1,,,,,,,,,,,
113,3,23,R,G2,HR_053,2,,,,,,,,,,,
113,3,23,R,G2,HR_053,3,,,,,,,,,,,
113,3,23,R,G2,HR_053,4,,,,,,,,,,,
113,3,23,R,G2,HR_053,5,,,,,,,,,,,
114,3,24,L,G2,HR_083,1,,,,,,,,,,,
114,3,24,L,G2,HR_083,2,,,,,,,,,,,
114,3,24,L,G2,HR_083,3,,,,,,,,,,,
114,3,24,L,G2,HR_083,4,,,,,,,,,,,
114,3,24,L,G2,HR_083,5,,,,,,,,,,,
114,3,24,R,G2,HR_071,1,,,,,,,,,,,
114,3,24,R,G2,HR_071,2,,,,,,,,,,,
114,3,24,R,G2,HR_071,3,,,,,,,,,,,
114,3,24,R,G2,HR_071,4,,,,,,,,,,,
114,3,24,R,G2,HR_071,5,,,,,,,,,,,
115,3,25,L,G1,HR_027,1,,,,,,,,,,,
115,3,25,L,G1,HR_027,2,,,,,,,,,,,
115,3,25,L,G1,HR_027,3,,,,,,,,,,,
115,3,25,L,G1,HR_027,4,,,,,,,,,,,
115,3,25,L,G1,HR_027,5,,,,,,,,,,,
115,3,25,R,G1,HR_053,1,,,,,,,,,,,
115,3,25,R,G1,HR_053,2,,,,,,,,,,,
115,3,25,R,G1,HR_053,3,,,,,,,,,,,
115,3,25,R,G1,HR_053,4,,,,,,,,,,,
115,3,25,R,G1,HR_053,5,,,,,,,,,,,
116,3,26,L,G1,HR_179,1,,,,,,,,,,,
116,3,26,L,G1,HR_179,2,,,,,,,,,,,
116,3,26,L,G1,HR_179,3,,,,,,,,,,,
116,3,26,L,G1,HR_179,4,,,,,,,,,,,
116,3,26,L,G1,HR_179,5,,,,,,,,,,,
116,3,26,R,G1,HR_116,1,,,,,,,,,,,
116,3,26,R,G1,HR_116,2,,,,,,,,,,,
116,3,26,R,G1,HR_116,3,,,,,,,,,,,
116,3,26,R,G1,HR_116,4,,,,,,,,,,,
116,3,26,R,G1,HR_116,5,,,,,,,,,,,
117,3,27,L,G2,HR_039,1,,,,,,,,,,,
117,3,27,L,G2,HR_039,2,,,,,,,,,,,
117,3,27,L,G2,HR_039,3,,,,,,,,,,,
117,3,27,L,G2,HR_039,4,,,,,,,,,,,
117,3,27,L,G2,HR_039,5,,,,,,,,,,,
117,3,27,R,G1,HR_006,1,,,,,,,,,,,
117,3,27,R,G1,HR_006,2,,,,,,,,,,,
117,3,27,R,G1,HR_006,3,,,,,,,,,,,
117,3,27,R,G1,HR_006,4,,,,,,,,,,,
117,3,27,R,G1,HR_006,5,,,,,,,,,,,
118,3,28,L,G1,HR_139,1,,,,,,,,,,,
118,3,28,L,G1,HR_139,2,,,,,,,,,,,
118,3,28,L,G1,HR_139,3,,,,,,,,,,,
118,3,28,L,G1,HR_139,4,,,,,,,,,,,
118,3,28,L,G1,HR_139,5,,,,,,,,,,,
118,3,28,R,G1,HR_103,1,,,,,,,,,,,
118,3,28,R,G1,HR_103,2,,,,,,,,,,,
118,3,28,R,G1,HR_103,3,,,,,,,,,,,
118,3,28,R,G1,HR_103,4,,,,,,,,,,,
118,3,28,R,G1,HR_103,5,,,,,,,,,,,
119,3,29,L,G2,HR_095,1,,,,,,,,,,,
119,3,29,L,G2,HR_095,2,,,,,,,,,,,
119,3,29,L,G2,HR_095,3,,,,,,,,,,,
119,3,29,L,G2,HR_095,4,,,,,,,,,,,
119,3,29,L,G2,HR_095,5,,,,,,,,,,,
119,3,29,R,G2,HR_005,1,,,,,,,,,,,
119,3,29,R,G2,HR_005,2,,,,,,,,,,,
119,3,29,R,G2,HR_005,3,,,,,,,,,,,
119,3,29,R,G2,HR_005,4,,,,,,,,,,,
119,3,29,R,G2,HR_005,5,,,,,,,,,,,
120,3,30,L,G2,HR_015,1,,,,,,,,,,,
120,3,30,L,G2,HR_015,2,,,,,,,,,,,
120,3,30,L,G2,HR_015,3,,,,,,,,,,,
120,3,30,L,G2,HR_015,4,,,,,,,,,,,
120,3,30,L,G2,HR_015,5,,,,,,,,,,,
120,3,30,R,G2,HR_042,1,,,,,,,,,,,
120,3,30,R,G2,HR_042,2,,,,,,,,,,,
120,3,30,R,G2,HR_042,3,,,,,,,,,,,
120,3,30,R,G2,HR_042,4,,,,,,,,,,,
120,3,30,R,G2,HR_042,5,,,,,,,,,,,
121,3,31,L,G2,HR_190,1,,,,,,,,,,,
121,3,31,L,G2,HR_190,2,,,,,,,,,,,
121,3,31,L,G2,HR_190,3,,,,,,,,,,,
121,3,31,L,G2,HR_190,4,,,,,,,,,,,
121,3,31,L,G2,HR_190,5,,,,,,,,,,,
121,3,31,R,G2,HR_079,1,,,,,,,,,,,
121,3,31,R,G2,HR_079,2,,,,,,,,,,,
121,3,31,R,G2,HR_079,3,,,,,,,,,,,
121,3,31,R,G2,HR_079,4,,,,,,,,,,,
121,3,31,R,G2,HR_079,5,,,,,,,,,,,
122,3,32,L,G2,HR_161,1,,,,,,,,,,,
122,3,32,L,G2,HR_161,2,,,,,,,,,,,
122,3,32,L,G2,HR_161,3,,,,,,,,,,,
122,3,32,L,G2,HR_161,4,,,,,,,,,,,
122,3,32,L,G2,HR_161,5,,,,,,,,,,,
122,3,32,R,G2,HR_112,1,,,,,,,,,,,
122,3,32,R,G2,HR_112,2,,,,,,,,,,,
122,3,32,R,G2,HR_112,3,,,,,,,,,,,
122,3,32,R,G2,HR_112,4,,,,,,,,,,,
122,3,32,R,G2,HR_112,5,,,,,,,,,,,
123,3,33,L,G2,HR_047,1,,,,,,,,,,,
123,3,33,L,G2,HR_047,2,,,,,,,,,,,
123,3,33,L,G2,HR_047,3,,,,,,,,,,,
123,3,33,L,G2,HR_047,4,,,,,,,,,,,
123,3,33,L,G2,HR_047,5,,,,,,,,,,,
123,3,33,R,G2,HR_036,1,,,,,,,,,,,
123,3,33,R,G2,HR_036,2,,,,,,,,,,,
123,3,33,R,G2,HR_036,3,,,,,,,,,,,
123,3,33,R,G2,HR_036,4,,,,,,,,,,,
123,3,33,R,G2,HR_036,5,,,,,,,,,,,
124,3,34,L,G2,HR_179,1,,,,,,,,,,,
124,3,34,L,G2,HR_179,2,,,,,,,,,,,
124,3,34,L,G2,HR_179,3,,,,,,,,,,,
124,3,34,L,G2,HR_179,4,,,,,,,,,,,
124,3,34,L,G2,HR_179,5,,,,,,,,,,,
124,3,34,R,G1,HR_104,1,,,,,,,,,,,
124,3,34,R,G1,HR_104,2,,,,,,,,,,,
124,3,34,R,G1,HR_104,3,,,,,,,,,,,
124,3,34,R,G1,HR_104,4,,,,,,,,,,,
124,3,34,R,G1,HR_104,5,,,,,,,,,,,
125,3,35,L,G2,HR_201,1,,,,,,,,,,,
125,3,35,L,G2,HR_201,2,,,,,,,,,,,
125,3,35,L,G2,HR_201,3,,,,,,,,,,,
125,3,35,L,G2,HR_201,4,,,,,,,,,,,
125,3,35,L,G2,HR_201,5,,,,,,,,,,,
125,3,35,R,G1,HR_164,1,,,,,,,,,,,
125,3,35,R,G1,HR_164,2,,,,,,,,,,,
125,3,35,R,G1,HR_164,3,,,,,,,,,,,
125,3,35,R,G1,HR_164,4,,,,,,,,,,,
125,3,35,R,G1,HR_164,5,,,,,,,,,,,
126,3,36,L,G1,HR_147,1,,,,,,,,,,,
126,3,36,L,G1,HR_147,2,,,,,,,,,,,
126,3,36,L,G1,HR_147,3,,,,,,,,,,,
126,3,36,L,G1,HR_147,4,,,,,,,,,,,
126,3,36,L,G1,HR_147,5,,,,,,,,,,,
126,3,36,R,G1,HR_162,1,,,,,,,,,,,
126,3,36,R,G1,HR_162,2,,,,,,,,,,,
126,3,36,R,G1,HR_162,3,,,,,,,,,,,
126,3,36,R,G1,HR_162,4,,,,,,,,,,,
126,3,36,R,G1,HR_162,5,,,,,,,,,,,
127,3,37,L,G2,HR_116,1,,,,,,,,,,,
127,3,37,L,G2,HR_116,2,,,,,,,,,,,
127,3,37,L,G2,HR_116,3,,,,,,,,,,,
127,3,37,L,G2,HR_116,4,,,,,,,,,,,
127,3,37,L,G2,HR_116,5,,,,,,,,,,,
127,3,37,R,G1,HR_046,1,,,,,,,,,,,
127,3,37,R,G1,HR_046,2,,,,,,,,,,,
127,3,37,R,G1,HR_046,3,,,,,,,,,,,
127,3,37,R,G1,HR_046,4,,,,,,,,,,,
127,3,37,R,G1,HR_046,5,,,,,,,,,,,
128,3,38,L,G1,HR_014,1,,,,,,,,,,,
128,3,38,L,G1,HR_014,2,,,,,,,,,,,
128,3,38,L,G1,HR_014,3,,,,,,,,,,,
128,3,38,L,G1,HR_014,4,,,,,,,,,,,
128,3,38,L,G1,HR_014,5,,,,,,,,,,,
128,3,38,R,G1,HR_020,1,,,,,,,,,,,
128,3,38,R,G1,HR_020,2,,,,,,,,,,,
128,3,38,R,G1,HR_020,3,,,,,,,,,,,
128,3,38,R,G1,HR_020,4,,,,,,,,,,,
128,3,38,R,G1,HR_020,5,,,,,,,,,,,
129,3,39,L,G1,HR_147,1,,,,,,,,,,,
129,3,39,L,G1,HR_147,2,,,,,,,,,,,
129,3,39,L,G1,HR_147,3,,,,,,,,,,,
129,3,39,L,G1,HR_147,4,,,,,,,,,,,
129,3,39,L,G1,HR_147,5,,,,,,,,,,,
129,3,39,R,G1,HR_032,1,,,,,,,,,,,
129,3,39,R,G1,HR_032,2,,,,,,,,,,,
129,3,39,R,G1,HR_032,3,,,,,,,,,,,
129,3,39,R,G1,HR_032,4,,,,,,,,,,,
129,3,39,R,G1,HR_032,5,,,,,,,,,,,
130,3,40,L,G2,HR_173,1,,,,,,,,,,,
130,3,40,L,G2,HR_173,2,,,,,,,,,,,
130,3,40,L,G2,HR_173,3,,,,,,,,,,,
130,3,40,L,G2,HR_173,4,,,,,,,,,,,
130,3,40,L,G2,HR_173,5,,,,,,,,,,,
130,3,40,R,G2,HR_119,1,,,,,,,,,,,
130,3,40,R,G2,HR_119,2,,,,,,,,,,,
130,3,40,R,G2,HR_119,3,,,,,,,,,,,
130,3,40,R,G2,HR_119,4,,,,,,,,,,,
130,3,40,R,G2,HR_119,5,,,,,,,,,,,
131,3,41,L,G1,HR_166,1,,,,,,,,,,,
131,3,41,L,G1,HR_166,2,,,,,,,,,,,
131,3,41,L,G1,HR_166,3,,,,,,,,,,,
131,3,41,L,G1,HR_166,4,,,,,,,,,,,
131,3,41,L,G1,HR_166,5,,,,,,,,,,,
131,3,41,R,G1,HR_037,1,,,,,,,,,,,
131,3,41,R,G1,HR_037,2,,,,,,,,,,,
131,3,41,R,G1,HR_037,3,,,,,,,,,,,
131,3,41,R,G1,HR_037,4,,,,,,,,,,,
131,3,41,R,G1,HR_037,5,,,,,,,,,,,
132,3,42,L,G1,HR_078,1,,,,,,,,,,,
132,3,42,L,G1,HR_078,2,,,,,,,,,,,
132,3,42,L,G1,HR_078,3,,,,,,,,,,,
132,3,42,L,G1,HR_078,4,,,,,,,,,,,
132,3,42,L,G1,HR_078,5,,,,,,,,,,,
132,3,42,R,G2,HR_153,1,,,,,,,,,,,
132,3,42,R,G2,HR_153,2,,,,,,,,,,,
132,3,42,R,G2,HR_153,3,,,,,,,,,,,
132,3,42,R,G2,HR_153,4,,,,,,,,,,,
132,3,42,R,G2,HR_153,5,,,,,,,,,,,
133,3,43,L,G2,HR_068,1,,,,,,,,,,,
133,3,43,L,G2,HR_068,2,,,,,,,,,,,
133,3,43,L,G2,HR_068,3,,,,,,,,,,,
133,3,43,L,G2,HR_068,4,,,,,,,,,,,
133,3,43,L,G2,HR_068,5,,,,,,,,,,,
133,3,43,R,G2,HR_023,1,,,,,,,,,,,
133,3,43,R,G2,HR_023,2,,,,,,,,,,,
133,3,43,R,G2,HR_023,3,,,,,,,,,,,
133,3,43,R,G2,HR_023,4,,,,,,,,,,,
133,3,43,R,G2,HR_023,5,,,,,,,,,,,
134,3,44,L,G2,HR_026,1,,,,,,,,,,,
134,3,44,L,G2,HR_026,2,,,,,,,,,,,
134,3,44,L,G2,HR_026,3,,,,,,,,,,,
134,3,44,L,G2,HR_026,4,,,,,,,,,,,
134,3,44,L,G2,HR_026,5,,,,,,,,,,,
134,3,44,R,G1,HR_142,1,,,,,,,,,,,
134,3,44,R,G1,HR_142,2,,,,,,,,,,,
134,3,44,R,G1,HR_142,3,,,,,,,,,,,
134,3,44,R,G1,HR_142,4,,,,,,,,,,,
134,3,44,R,G1,HR_142,5,,,,,,,,,,,
135,3,45,L,G1,HR_180,1,,,,,,,,,,,
135,3,45,L,G1,HR_180,2,,,,,,,,,,,
135,3,45,L,G1,HR_180,3,,,,,,,,,,,
135,3,45,L,G1,HR_180,4,,,,,,,,,,,
135,3,45,L,G1,HR_180,5,,,,,,,,,,,
135,3,45,R,G2,HR_126,1,,,,,,,,,,,
135,3,45,R,G2,HR_126,2,,,,,,,,,,,
135,3,45,R,G2,HR_126,3,,,,,,,,,,,
135,3,45,R,G2,HR_126,4,,,,,,,,,,,
135,3,45,R,G2,HR_126,5,,,,,,,,,,,
136,4,1,L,G2,HR_108,1,,,,,,,,,,,
136,4,1,L,G2,HR_108,2,,,,,,,,,,,
136,4,1,L,G2,HR_108,3,,,,,,,,,,,
136,4,1,L,G2,HR_108,4,,,,,,,,,,,
136,4,1,L,G2,HR_108,5,,,,,,,,,,,
136,4,1,R,G2,HR_177,1,,,,,,,,,,,
136,4,1,R,G2,HR_177,2,,,,,,,,,,,
136,4,1,R,G2,HR_177,3,,,,,,,,,,,
136,4,1,R,G2,HR_177,4,,,,,,,,,,,
136,4,1,R,G2,HR_177,5,,,,,,,,,,,
137,4,2,L,G1,HR_124,1,,,,,,,,,,,
137,4,2,L,G1,HR_124,2,,,,,,,,,,,
137,4,2,L,G1,HR_124,3,,,,,,,,,,,
137,4,2,L,G1,HR_124,4,,,,,,,,,,,
137,4,2,L,G1,HR_124,5,,,,,,,,,,,
137,4,2,R,G1,HR_165,1,,,,,,,,,,,
137,4,2,R,G1,HR_165,2,,,,,,,,,,,
137,4,2,R,G1,HR_165,3,,,,,,,,,,,
137,4,2,R,G1,HR_165,4,,,,,,,,,,,
137,4,2,R,G1,HR_165,5,,,,,,,,,,,
138,4,3,L,G1,HR_019,1,,,,,,,,,,,
138,4,3,L,G1,HR_019,2,,,,,,,,,,,
138,4,3,L,G1,HR_019,3,,,,,,,,,,,
138,4,3,L,G1,HR_019,4,,,,,,,,,,,
138,4,3,L,G1,HR_019,5,,,,,,,,,,,
138,4,3,R,G2,HR_123,1,,,,,,,,,,,
138,4,3,R,G2,HR_123,2,,,,,,,,,,,
138,4,3,R,G2,HR_123,3,,,,,,,,,,,
138,4,3,R,G2,HR_123,4,,,,,,,,,,,
138,4,3,R,G2,HR_123,5,,,,,,,,,,,
139,4,4,L,G2,HR_190,1,,,,,,,,,,,
139,4,4,L,G2,HR_190,2,,,,,,,,,,,
139,4,4,L,G2,HR_190,3,,,,,,,,,,,
139,4,4,L,G2,HR_190,4,,,,,,,,,,,
139,4,4,L,G2,HR_190,5,,,,,,,,,,,
139,4,4,R,G1,HR_015,1,,,,,,,,,,,
139,4,4,R,G1,HR_015,2,,,,,,,,,,,
139,4,4,R,G1,HR_015,3,,,,,,,,,,,
139,4,4,R,G1,HR_015,4,,,,,,,,,,,
139,4,4,R,G1,HR_015,5,,,,,,,,,,,
140,4,5,L,G1,HR_041,1,,,,,,,,,,,
140,4,5,L,G1,HR_041,2,,,,,,,,,,,
140,4,5,L,G1,HR_041,3,,,,,,,,,,,
140,4,5,L,G1,HR_041,4,,,,,,,,,,,
140,4,5,L,G1,HR_041,5,,,,,,,,,,,
140,4,5,R,G2,HR_135,1,,,,,,,,,,,
140,4,5,R,G2,HR_135,2,,,,,,,,,,,
140,4,5,R,G2,HR_135,3,,,,,,,,,,,
140,4,5,R,G2,HR_135,4,,,,,,,,,,,
140,4,5,R,G2,HR_135,5,,,,,,,,,,,
141,4,6,L,G1,HR_006,1,,,,,,,,,,,
141,4,6,L,G1,HR_006,2,,,,,,,,,,,
141,4,6,L,G1,HR_006,3,,,,,,,,,,,
141,4,6,L,G1,HR_006,4,,,,,,,,,,,
141,4,6,L,G1,HR_006,5,,,,,,,,,,,
141,4,6,R,G1,HR_184,1,,,,,,,,,,,
141,4,6,R,G1,HR_184,2,,,,,,,,,,,
141,4,6,R,G1,HR_184,3,,,,,,,,,,,
141,4,6,R,G1,HR_184,4,,,,,,,,,,,
141,4,6,R,G1,HR_184,5,,,,,,,,,,,
142,4,7,L,G1,HR_017,1,,,,,,,,,,,
142,4,7,L,G1,HR_017,2,,,,,,,,,,,
142,4,7,L,G1,HR_017,3,,,,,,,,,,,
142,4,7,L,G1,HR_017,4,,,,,,,,,,,
142,4,7,L,G1,HR_017,5,,,,,,,,,,,
142,4,7,R,G1,HR_141,1,,,,,,,,,,,
142,4,7,R,G1,HR_141,2,,,,,,,,,,,
142,4,7,R,G1,HR_141,3,,,,,,,,,,,
142,4,7,R,G1,HR_141,4,,,,,,,,,,,
142,4,7,R,G1,HR_141,5,,,,,,,,,,,
143,4,8,L,G1,HR_150,1,,,,,,,,,,,
143,4,8,L,G1,HR_150,2,,,,,,,,,,,
143,4,8,L,G1,HR_150,3,,,,,,,,,,,
143,4,8,L,G1,HR_150,4,,,,,,,,,,,
143,4,8,L,G1,HR_150,5,,,,,,,,,,,
143,4,8,R,G2,HR_146,1,,,,,,,,,,,
143,4,8,R,G2,HR_146,2,,,,,,,,,,,
143,4,8,R,G2,HR_146,3,,,,,,,,,,,
143,4,8,R,G2,HR_146,4,,,,,,,,,,,
143,4,8,R,G2,HR_146,5,,,,,,,,,,,
144,4,9,L,G2,HR_181,1,,,,,,,,,,,
144,4,9,L,G2,HR_181,2,,,,,,,,,,,
144,4,9,L,G2,HR_181,3,,,,,,,,,,,
144,4,9,L,G2,HR_181,4,,,,,,,,,,,
144,4,9,L,G2,HR_181,5,,,,,,,,,,,
144,4,9,R,G2,HR_183,1,,,,,,,,,,,
144,4,9,R,G2,HR_183,2,,,,,,,,,,,
144,4,9,R,G2,HR_183,3,,,,,,,,,,,
144,4,9,R,G2,HR_183,4,,,,,,,,,,,
144,4,9,R,G2,HR_183,5,,,,,,,,,,,
145,4,10,L,G1,HR_174,1,,,,,,,,,,,
145,4,10,L,G1,HR_174,2,,,,,,,,,,,
145,4,10,L,G1,HR_174,3,,,,,,,,,,,
145,4,10,L,G1,HR_174,4,,,,,,,,,,,
145,4,10,L,G1,HR_174,5,,,,,,,,,,,
145,4,10,R,G1,HR_072,1,,,,,,,,,,,
145,4,10,R,G1,HR_072,2,,,,,,,,,,,
145,4,10,R,G1,HR_072,3,,,,,,,,,,,
145,4,10,R,G1,HR_072,4,,,,,,,,,,,
145,4,10,R,G1,HR_072,5,,,,,,,,,,,
146,4,11,L,G2,HR_137,1,,,,,,,,,,,
146,4,11,L,G2,HR_137,2,,,,,,,,,,,
146,4,11,L,G2,HR_137,3,,,,,,,,,,,
146,4,11,L,G2,HR_137,4,,,,,,,,,,,
146,4,11,L,G2,HR_137,5,,,,,,,,,,,
146,4,11,R,G2,HR_056,1,,,,,,,,,,,
146,4,11,R,G2,HR_056,2,,,,,,,,,,,
146,4,11,R,G2,HR_056,3,,,,,,,,,,,
146,4,11,R,G2,HR_056,4,,,,,,,,,,,
146,4,11,R,G2,HR_056,5,,,,,,,,,,,
147,4,12,L,G2,HR_009,1,,,,,,,,,,,
147,4,12,L,G2,HR_009,2,,,,,,,,,,,
147,4,12,L,G2,HR_009,3,,,,,,,,,,,
147,4,12,L,G2,HR_009,4,,,,,,,,,,,
147,4,12,L,G2,HR_009,5,,,,,,,,,,,
147,4,12,R,G2,HR_078,1,,,,,,,,,,,
147,4,12,R,G2,HR_078,2,,,,,,,,,,,
147,4,12,R,G2,HR_078,3,,,,,,,,,,,
147,4,12,R,G2,HR_078,4,,,,,,,,,,,
147,4,12,R,G2,HR_078,5,,,,,,,,,,,
148,4,13,L,G1,HR_159,1,,,,,,,,,,,
148,4,13,L,G1,HR_159,2,,,,,,,,,,,
148,4,13,L,G1,HR_159,3,,,,,,,,,,,
148,4,13,L,G1,HR_159,4,,,,,,,,,,,
148,4,13,L,G1,HR_159,5,,,,,,,,,,,
148,4,13,R,G1,HR_166,1,,,,,,,,,,,
148,4,13,R,G1,HR_166,2,,,,,,,,,,,
148,4,13,R,G1,HR_166,3,,,,,,,,,,,
148,4,13,R,G1,HR_166,4,,,,,,,,,,,
148,4,13,R,G1,HR_166,5,,,,,,,,,,,
149,4,14,L,G1,HR_042,1,,,,,,,,,,,
149,4,14,L,G1,HR_042,2,,,,,,,,,,,
149,4,14,L,G1,HR_042,3,,,,,,,,,,,
149,4,14,L,G1,HR_042,4,,,,,,,,,,,
149,4,14,L,G1,HR_042,5,,,,,,,,,,,
149,4,14,R,G1,HR_046,1,,,,,,,,,,,
149,4,14,R,G1,HR_046,2,,,,,,,,,,,
149,4,14,R,G1,HR_046,3,,,,,,,,,,,
149,4,14,R,G1,HR_046,4,,,,,,,,,,,
149,4,14,R,G1,HR_046,5,,,,,,,,,,,
150,4,15,L,G2,HR_088,1,,,,,,,,,,,
150,4,15,L,G2,HR_088,2,,,,,,,,,,,
150,4,15,L,G2,HR_088,3,,,,,,,,,,,
150,4,15,L,G2,HR_088,4,,,,,,,,,,,
150,4,15,L,G2,HR_088,5,,,,,,,,,,,
150,4,15,R,G1,HR_192,1,,,,,,,,,,,
150,4,15,R,G1,HR_192,2,,,,,,,,,,,
150,4,15,R,G1,HR_192,3,,,,,,,,,,,
150,4,15,R,G1,HR_192,4,,,,,,,,,,,
150,4,15,R,G1,HR_192,5,,,,,,,,,,,
151,4,16,L,G1,HR_142,1,,,,,,,,,,,
151,4,16,L,G1,HR_142,2,,,,,,,,,,,
151,4,16,L,G1,HR_142,3,,,,,,,,,,,
151,4,16,L,G1,HR_142,4,,,,,,,,,,,
151,4,16,L,G1,HR_142,5,,,,,,,,,,,
151,4,16,R,G2,HR_170,1,,,,,,,,,,,
151,4,16,R,G2,HR_170,2,,,,,,,,,,,
151,4,16,R,G2,HR_170,3,,,,,,,,,,,
151,4,16,R,G2,HR_170,4,,,,,,,,,,,
151,4,16,R,G2,HR_170,5,,,,,,,,,,,
152,4,17,L,G2,HR_001,1,,,,,,,,,,,
152,4,17,L,G2,HR_001,2,,,,,,,,,,,
152,4,17,L,G2,HR_001,3,,,,,,,,,,,
152,4,17,L,G2,HR_001,4,,,,,,,,,,,
152,4,17,L,G2,HR_001,5,,,,,,,,,,,
152,4,17,R,G1,HR_118,1,,,,,,,,,,,
152,4,17,R,G1,HR_118,2,,,,,,,,,,,
152,4,17,R,G1,HR_118,3,,,,,,,,,,,
152,4,17,R,G1,HR_118,4,,,,,,,,,,,
152,4,17,R,G1,HR_118,5,,,,,,,,,,,
153,4,18,L,G1,HR_064,1,,,,,,,,,,,
153,4,18,L,G1,HR_064,2,,,,,,,,,,,
153,4,18,L,G1,HR_064,3,,,,,,,,,,,
153,4,18,L,G1,HR_064,4,,,,,,,,,,,
153,4,18,L,G1,HR_064,5,,,,,,,,,,,
153,4,18,R,G1,HR_127,1,,,,,,,,,,,
153,4,18,R,G1,HR_127,2,,,,,,,,,,,
153,4,18,R,G1,HR_127,3,,,,,,,,,,,
153,4,18,R,G1,HR_127,4,,,,,,,,,,,
153,4,18,R,G1,HR_127,5,,,,,,,,,,,
154,4,19,L,G2,HR_177,1,,,,,,,,,,,
154,4,19,L,G2,HR_177,2,,,,,,,,,,,
154,4,19,L,G2,HR_177,3,,,,,,,,,,,
154,4,19,L,G2,HR_177,4,,,,,,,,,,,
154,4,19,L,G2,HR_177,5,,,,,,,,,,,
154,4,19,R,G2,HR_016,1,,,,,,,,,,,
154,4,19,R,G2,HR_016,2,,,,,,,,,,,
154,4,19,R,G2,HR_016,3,,,,,,,,,,,
154,4,19,R,G2,HR_016,4,,,,,,,,,,,
154,4,19,R,G2,HR_016,5,,,,,,,,,,,
155,4,20,L,G2,HR_073,1,,,,,,,,,,,
155,4,20,L,G2,HR_073,2,,,,,,,,,,,
155,4,20,L,G2,HR_073,3,,,,,,,,,,,
155,4,20,L,G2,HR_073,4,,,,,,,,,,,
155,4,20,L,G2,HR_073,5,,,,,,,,,,,
155,4,20,R,G1,HR_192,1,,,,,,,,,,,
155,4,20,R,G1,HR_192,2,,,,,,,,,,,
155,4,20,R,G1,HR_192,3,,,,,,,,,,,
155,4,20,R,G1,HR_192,4,,,,,,,,,,,
155,4,20,R,G1,HR_192,5,,,,,,,,,,,
156,4,21,L,G2,HR_158,1,,,,,,,,,,,
156,4,21,L,G2,HR_158,2,,,,,,,,,,,
156,4,21,L,G2,HR_158,3,,,,,,,,,,,
156,4,21,L,G2,HR_158,4,,,,,,,,,,,
156,4,21,L,G2,HR_158,5,,,,,,,,,,,
156,4,21,R,G1,HR_112,1,,,,,,,,,,,
156,4,21,R,G1,HR_112,2,,,,,,,,,,,
156,4,21,R,G1,HR_112,3,,,,,,,,,,,
156,4,21,R,G1,HR_112,4,,,,,,,,,,,
156,4,21,R,G1,HR_112,5,,,,,,,,,,,
157,4,22,L,G2,HR_180,1,,,,,,,,,,,
157,4,22,L,G2,HR_180,2,,,,,,,,,,,
157,4,22,L,G2,HR_180,3,,,,,,,,,,,
157,4,22,L,G2,HR_180,4,,,,,,,,,,,
157,4,22,L,G2,HR_180,5,,,,,,,,,,,
157,4,22,R,G2,HR_043,1,,,,,,,,,,,
157,4,22,R,G2,HR_043,2,,,,,,,,,,,
157,4,22,R,G2,HR_043,3,,,,,,,,,,,
157,4,22,R,G2,HR_043,4,,,,,,,,,,,
157,4,22,R,G2,HR_043,5,,,,,,,,,,,
158,4,23,L,G2,HR_201,1,,,,,,,,,,,
158,4,23,L,G2,HR_201,2,,,,,,,,,,,
158,4,23,L,G2,HR_201,3,,,,,,,,,,,
158,4,23,L,G2,HR_201,4,,,,,,,,,,,
