Sequence,Transect,Segment,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
105,3,15,L,G1,HR_086,1,,,,,,,,,,,,,,,
105,3,15,L,G1,HR_086,2,,,,,,,,,,,,,,,
105,3,15,L,G1,HR_086,3,,,,,,,,,,,,,,,
105,3,15,L,G1,HR_086,4,,,,,,,,,,,,,,,
105,3,15,L,G1,HR_086,5,,,,,,,,,,,,,,,
105,3,15,R,G2,HR_145,1,,,,,,,,,,,,,,,
105,3,15,R,G2,HR_145,2,,,4/5,4/20,,,,,,4/5,,,,,
105,3,15,R,G2,HR_145,3,,,,,,,,,,,,,,,
105,3,15,R,G2,HR_145,4,4,,,,,,,,,,,,,5/17,
105,3,15,R,G2,HR_145,5,,,4/5,,,,,,,,,,,,
106,3,16,L,G1,HR_017,1,,,,,,,,,,,,,,,
106,3,16,L,G1,HR_017,2,,,,4/20,,,,,,,,,,,
106,3,16,L,G1,HR_017,3,3,,,4/20,,,,,,4/20,,,,6/1,
106,3,16,L,G1,HR_017,4,,,,,,,,,,,,,,,
106,3,16,L,G1,HR_017,5,,,4/5,4/20,,,,,,4/5,,,,,
106,3,16,R,G1,HR_176,1,1,,,4/20,,,,,,4/20,,,,5/17,
106,3,16,R,G1,HR_176,2,,,,,,,,,,,,,,,
106,3,16,R,G1,HR_176,3,,,4/5,4/20,,,,,,4/5,,,,,
106,3,16,R,G1,HR_176,4,,,,,,,,,,,,,,,
106,3,16,R,G1,HR_176,5,,,,,,,,,,,,,,,
107,3,17,L,G1,HR_164,1,,,,4/20,,,,,,,,,,,
107,3,17,L,G1,HR_164,2,,,,,,,,,,,,,,,
107,3,17,L,G1,HR_164,3,,,,4/20,,,,,,,,,,,
107,3,17,L,G1,HR_164,4,,,,4/20,,,,,,,,,,,
107,3,17,L,G1,HR_164,5,5,,4/5,,,,,,,4/5,,,,6/14,
107,3,17,R,G1,HR_041,1,1,,,4/20,,,,,,,,,,6/14,
107,3,17,R,G1,HR_041,2,,,,,,,,,,,,,,,
107,3,17,R,G1,HR_041,3,,,,4/20,,,,,,,,,,,
107,3,17,R,G1,HR_041,4,,,,,,,,,,,,,,,
107,3,17,R,G1,HR_041,5,,,,,,,,,,,,,,,
108,3,18,L,G2,HR_104,1,1,,,4/20,,,,,,,,,,5/17,
108,3,18,L,G2,HR_104,2,,,4/5,4/20,,,,,,4/5,,,,,
108,3,18,L,G2,HR_104,3,,,,4/20,,,,,,,,,,,
108,3,18,L,G2,HR_104,4,,,4/5,4/20,,,,,,,,,,,
108,3,18,L,G2,HR_104,5,,,,,,,,,,,,,,,
108,3,18,R,G2,HR_153,1,,,4/5,4/20,,,,,,4/5,,,,,
108,3,18,R,G2,HR_153,2,2,,,4/20,,,,,,,,,,5/17,
108,3,18,R,G2,HR_153,3,,,4/5,4/20,,,,,,,,,,,
108,3,18,R,G2,HR_153,4,,,4/5,,,,,,,,,,,,
108,3,18,R,G2,HR_153,5,,,,,,,,,,,,,,,
109,3,19,L,G2,HR_190,1,,,,,,,,,,,,,,,
109,3,19,L,G2,HR_190,2,,,,,,,,,,,,,,,
109,3,19,L,G2,HR_190,3,3,,4/5,4/20,,,,,,4/5,,,,5/17,
109,3,19,L,G2,HR_190,4,,,,4/20,,,,,,,,,,,
109,3,19,L,G2,HR_190,5,,,,,,,,,,,,,,,
109,3,19,R,G2,HR_155,1,,,,,,,,,,,,,,,
109,3,19,R,G2,HR_155,2,,,,,,,,,,,,,,,
109,3,19,R,G2,HR_155,3,,,,,,,,,,,,,,,
109,3,19,R,G2,HR_155,4,4,,,4/20,,,,,,4/20,,,,6/14,fitness chosen remotely
109,3,19,R,G2,HR_155,5,,,,,,,,,,,,,,,
110,3,20,L,G2,HR_021,1,,,4/5,4/20,,,,,,4/5,,,,,
110,3,20,L,G2,HR_021,2,2,,,4/20,,,,,,,,,,5/16,
110,3,20,L,G2,HR_021,3,,,,4/20,,,,,,,,,,,
110,3,20,L,G2,HR_021,4,,,,,,,,,,,,,,,
110,3,20,L,G2,HR_021,5,,,,,,,,,,,,,,,
110,3,20,R,G2,HR_174,1,,,,4/20,,,,,,,,,,,
110,3,20,R,G2,HR_174,2,,,,4/20,,,,,,,,,,,
110,3,20,R,G2,HR_174,3,,,,4/20,05/04,,,,5/5,,,,,,
110,3,20,R,G2,HR_174,4,,,,,,,,,,,,,,,
110,3,20,R,G2,HR_174,5,5,,,4/20,,,,,,4/20,,,,6/1,
111,3,21,L,G2,HR_104,1,,,,,,,,,,,,,,,
111,3,21,L,G2,HR_104,2,,,,,,,,,,,,,,,
111,3,21,L,G2,HR_104,3,,,,,,,,,,,,,,,
111,3,21,L,G2,HR_104,4,,,,,,,,,,,,,,,
111,3,21,L,G2,HR_104,5,,,,,,,,,,,,,,,
111,3,21,R,G2,HR_159,1,,,,4/20,05/04,,,,5/5,,,,,,
111,3,21,R,G2,HR_159,2,2,,4/5,4/20,,,,,,4/5,,,,5/17,
111,3,21,R,G2,HR_159,3,,,,,,,,,,,,,,,
111,3,21,R,G2,HR_159,4,,,,,,,,,,,,,,,
111,3,21,R,G2,HR_159,5,,,,,,,,,,,,,,,
112,3,22,L,G1,HR_175,1,1,,,4/20,,,,,,4/20,,,,6/1,
112,3,22,L,G1,HR_175,2,,,,,,,,,,,,,,,
112,3,22,L,G1,HR_175,3,,,,,,,,,,,,,,,
112,3,22,L,G1,HR_175,4,,,,,,,,,,,,,,,
112,3,22,L,G1,HR_175,5,,,,,,,,,,,,,,,
112,3,22,R,G2,HR_107,1,1,,,4/20,,,,,,4/20,,,,5/17,
112,3,22,R,G2,HR_107,2,,,,,,,,,,,,,,,
112,3,22,R,G2,HR_107,3,,,4/5,4/20,,,,,5/5,4/5,,,,,
112,3,22,R,G2,HR_107,4,,,,,,,,,,,,,,,
112,3,22,R,G2,HR_107,5,,,4/5,4/20,,,,,,,,,,,
113,3,23,L,G1,HR_149,1,,,,,,,,,,,,,,,
113,3,23,L,G1,HR_149,2,,,,,,,,,,,,,,,
113,3,23,L,G1,HR_149,3,,,,,,,,,,,,,,,
113,3,23,L,G1,HR_149,4,,,,,,,,,,,,,,,
113,3,23,L,G1,HR_149,5,,,,,,,,,,,,,,,
113,3,23,R,G2,HR_053,1,1,,,4/20,,,,,,4/20,,,,5/17,
113,3,23,R,G2,HR_053,2,,,,4/20,,,,,,,,,,,
113,3,23,R,G2,HR_053,3,,,,,,,,,,,,,,,
113,3,23,R,G2,HR_053,4,,,,4/20,,,,,,,,,,,
113,3,23,R,G2,HR_053,5,,,4/5,4/20,,,,,,4/5,,,,,
114,3,24,L,G2,HR_083,1,,,,,,,,,,,,,,,
114,3,24,L,G2,HR_083,2,,,,4/20,,,,,5/5,,,,,,
114,3,24,L,G2,HR_083,3,,,,4/20,,,,,,,,,,,
114,3,24,L,G2,HR_083,4,4,,,4/20,,,,,,4/20,,,,6/1,
114,3,24,L,G2,HR_083,5,,,,,,,,,,,,,,,
114,3,24,R,G2,HR_071,1,,,,,,,,,,,,,,,
114,3,24,R,G2,HR_071,2,2,,,4/20,,,,,,4/20,,,,"5/17, 6/1",
114,3,24,R,G2,HR_071,3,,,,,,,,,,,,,,,
114,3,24,R,G2,HR_071,4,,,,4/20,,,,,,,,,,,
114,3,24,R,G2,HR_071,5,,,,4/20,,,,,,,,,,,
115,3,25,L,G1,HR_027,1,,,,4/20,,,,,,,,,,,
115,3,25,L,G1,HR_027,2,,,,4/20,,,,,5/5,,,,,,
115,3,25,L,G1,HR_027,3,,,4/5,4/20,05/04,,,,,4/5,3,,,,
115,3,25,L,G1,HR_027,4,4,,4/5,4/20,05/04,,,,,4/20,1,,,6/1,also a photo from 4/5
115,3,25,L,G1,HR_027,5,,,,4/20,,,,,,,,,,,
115,3,25,R,G1,HR_053,1,,,4/5,4/20,,,,,5/5,,,,,,
115,3,25,R,G1,HR_053,2,,,,,,,,,,,,,,,
115,3,25,R,G1,HR_053,3,,,,4/20,,,,,,,,,,,
115,3,25,R,G1,HR_053,4,4,,4/5,4/20,,,,,,4/5,,,,6/1,
115,3,25,R,G1,HR_053,5,,,,4/20,,,,,,,,,,,
116,3,26,L,G1,HR_179,1,,,,4/20,,,,,,,,,,,
116,3,26,L,G1,HR_179,2,2,,,4/20,,,,,,4/20,,,,6/1,
116,3,26,L,G1,HR_179,3,,,,4/20,,,,,,,,,,,
116,3,26,L,G1,HR_179,4,,,,4/20,05/04,,,,5/5,,1,,,,
116,3,26,L,G1,HR_179,5,,,,,,,,,,,,,,,
116,3,26,R,G1,HR_116,1,,,4/5,4/20,,,,,5/5,4/5,,,,,retake if possible 
116,3,26,R,G1,HR_116,2,,,,,,,,,,,,,,,
116,3,26,R,G1,HR_116,3,,,,,,,,,,,,,,,
116,3,26,R,G1,HR_116,4,,,,4/20,,,,,,,,,,,
116,3,26,R,G1,HR_116,5,5,,,4/20,,,,,,,,,,5/17,
117,3,27,L,G2,HR_039,1,,,,,,,,,,,,,,,
117,3,27,L,G2,HR_039,2,,,,4/20,05/04,,,,,,,,,,
117,3,27,L,G2,HR_039,3,,,,4/20,05/04,,,,5/5,,3,,,,
117,3,27,L,G2,HR_039,4,4,,4/5,4/20,,,,,,4/5,,,,6/1,
117,3,27,L,G2,HR_039,5,,,,,,,,,,,,,,,
117,3,27,R,G1,HR_006,1,,,,,,,,,,,,,,,
117,3,27,R,G1,HR_006,2,,,,,,,,,,,,,,,
117,3,27,R,G1,HR_006,3,,,,4/20,,,,,,,,,,,
117,3,27,R,G1,HR_006,4,,,,4/20,,,,,,,,,,,
117,3,27,R,G1,HR_006,5,5,,,4/20,,,,,,4/20,,,,6/1,
118,3,28,L,G1,HR_139,1,,,,4/20,,,,,,,,,,,
118,3,28,L,G1,HR_139,2,,,4/5,4/20,05/04,,,,5/5,,2,,,,
118,3,28,L,G1,HR_139,3,3,,4/5,4/20,,,,,,4/5,,,,6/1,
118,3,28,L,G1,HR_139,4,,,,,,,,,,,,,,,
118,3,28,L,G1,HR_139,5,,,,,,,,,,,,,,,
118,3,28,R,G1,HR_103,1,,,4/5,4/20,,,,,,,,,,,
118,3,28,R,G1,HR_103,2,,,4/5,4/20,,,,,5/5,,,,,,
118,3,28,R,G1,HR_103,3,,,4/5,4/20,05/04,,,,,4/5,1,,,,
118,3,28,R,G1,HR_103,4,4,,,4/20,,,,,,,,,,6/1,
118,3,28,R,G1,HR_103,5,,,,4/20,,,,,,,,,,,
119,3,29,L,G2,HR_095,1,,,,4/20,,,,,,,,,,,
119,3,29,L,G2,HR_095,2,,,,,,,,,,,,,,,
119,3,29,L,G2,HR_095,3,3,,,4/20,05/04,,,,,4/20,,,,6/1,
119,3,29,L,G2,HR_095,4,,,,4/20,,,,,,,,,,,
119,3,29,L,G2,HR_095,5,,,,4/20,,,,,,,,,,,
119,3,29,R,G2,HR_005,1,,,4/5,4/20,,,,,,,,,,,
119,3,29,R,G2,HR_005,2,,,4/5,4/20,,,,,,,,,,,
119,3,29,R,G2,HR_005,3,3,,4/5,4/20,,,,,5/5,4/5,,,,6/1,
119,3,29,R,G2,HR_005,4,,,4/5,4/20,,,,,,,,,,,
119,3,29,R,G2,HR_005,5,,,4/5,,,,,,,,,,,,
120,3,30,L,G2,HR_015,1,,,,4/20,,,,,,,,,,,
120,3,30,L,G2,HR_015,2,,,,4/20,,,,,,,,,,,
120,3,30,L,G2,HR_015,3,,,,,,,,,,,,,,,
120,3,30,L,G2,HR_015,4,4,,,4/20,,,,,,,,,,6/1,
120,3,30,L,G2,HR_015,5,,,,4/20,,,,,5/5,4/20,,,,,
120,3,30,R,G2,HR_042,1,,,,,,,,,,,,,,,
120,3,30,R,G2,HR_042,2,2,,,,05/04,,,,,05/04,1,,,5/17,
120,3,30,R,G2,HR_042,3,,,,,,,,,,,,,,,
120,3,30,R,G2,HR_042,4,,,,,,,,,,,,,,,
120,3,30,R,G2,HR_042,5,,,,,,,,,,,,,,,
121,3,31,L,G2,HR_190,1,,,,4/20,,,,,,,,,,,
121,3,31,L,G2,HR_190,2,,,,,,,,,,,,,,,
121,3,31,L,G2,HR_190,3,3,,,4/20,,,,,,,,,,6/1,
121,3,31,L,G2,HR_190,4,,,,4/20,05/04,,,,,,1,,,,
121,3,31,L,G2,HR_190,5,,,4/5,4/20,,,,,5/5,4/5,,,,,
121,3,31,R,G2,HR_079,1,1,,,4/20,05/04,,,,,4/20,1,,,6/14,
121,3,31,R,G2,HR_079,2,,,,,,,,,,,,,,,
121,3,31,R,G2,HR_079,3,,,,,,,,,,,,,,,
121,3,31,R,G2,HR_079,4,,,,,,,,,,,,,,,
121,3,31,R,G2,HR_079,5,,,,,,,,,,,,,,,
122,3,32,L,G2,HR_161,1,,,,4/20,,,,,5/5,,,,,,
122,3,32,L,G2,HR_161,2,,,,4/20,,,,,,,,,,,
122,3,32,L,G2,HR_161,3,,,,,,,,,,,,,,,
122,3,32,L,G2,HR_161,4,,,,4/20,05/04,,,,,,,,,,
122,3,32,L,G2,HR_161,5,5,,,4/20,,,,,,4/20,,,,6/1,
122,3,32,R,G2,HR_112,1,,,,,,,,,,,,,,,
122,3,32,R,G2,HR_112,2,,,4/5,4/20,,,,,5/5,,,,,,
122,3,32,R,G2,HR_112,3,3,,4/5,4/20,,,,,,4/20,,,,6/1,retake if possible - retook 4/20
122,3,32,R,G2,HR_112,4,,,,4/20,,,,,,,,,,,
122,3,32,R,G2,HR_112,5,,,,,,,,,,,,,,,
123,3,33,L,G2,HR_047,1,,,4/5,4/20,05/04,,,,5/5,4/5,1,,,,
123,3,33,L,G2,HR_047,2,,,,4/20,05/04,,,,,,,,,,
123,3,33,L,G2,HR_047,3,,,4/5,4/20,05/04,,,,,4/5,,,,,
123,3,33,L,G2,HR_047,4,,,,,05/04,,,,,,,,,,
123,3,33,L,G2,HR_047,5,5,,,4/20,,,,,,,,,,6/1,
123,3,33,R,G2,HR_036,1,,,,,,,,,,,,,,,
123,3,33,R,G2,HR_036,2,2,,,4/20,,,,,,4/20,,,,6/1,
123,3,33,R,G2,HR_036,3,,,4/5,4/20,,,,,,4/5,,,,,
123,3,33,R,G2,HR_036,4,,,4/5,,,,,,,,,,,,
123,3,33,R,G2,HR_036,5,,,4/5,4/20,,,,,,,,,,,
124,3,34,L,G2,HR_179,1,,,4/5,4/20,,,,,5/5,,,,,,
124,3,34,L,G2,HR_179,2,,,,,,,,,,,,,,,
124,3,34,L,G2,HR_179,3,3,,4/5,4/20,,,,,,,,,,6/1,
124,3,34,L,G2,HR_179,4,,,4/5,4/20,,,,,,4/5,,,,,
124,3,34,L,G2,HR_179,5,,,4/5,,,,,,,,,,,,
124,3,34,R,G1,HR_104,1,,,,,,,,,,,,,,,
124,3,34,R,G1,HR_104,2,,,,,,,,,,,,,,,
124,3,34,R,G1,HR_104,3,,,,,,,,,,,,,,,
124,3,34,R,G1,HR_104,4,,,,,,,,,,,,,,,
124,3,34,R,G1,HR_104,5,5,,,4/20,,,,,,,,,,6/1,fitness chosen remotely
125,3,35,L,G2,HR_201,1,1,,,4/20,,,,,,4/20,,,,6/1,
125,3,35,L,G2,HR_201,2,,,,,,,,,,,,,,,
125,3,35,L,G2,HR_201,3,,,,,,,,,,,,,,,
125,3,35,L,G2,HR_201,4,,,,,,,,,,,,,,,
125,3,35,L,G2,HR_201,5,,,4/5,4/20,05/04,,,,5/5,4/5,1,,,,
125,3,35,R,G1,HR_164,1,,,,4/20,,,,,,,,,,6/14,
125,3,35,R,G1,HR_164,2,2,,4/5,4/20,,,,,,4/20,,,,,
125,3,35,R,G1,HR_164,3,,,4/5,,,,,,5/5,4/5,,,,,
125,3,35,R,G1,HR_164,4,,,,4/20,,,,,,,,,,,
125,3,35,R,G1,HR_164,5,,,,,,,,,,,,,,,
126,3,36,L,G1,HR_147,1,1,,,4/20,,,,,,4/20,,,,6/1,
126,3,36,L,G1,HR_147,2,,,4/5,4/20,,,,,,4/5,,,,,
126,3,36,L,G1,HR_147,3,,,,,,,,,,,,,,,
126,3,36,L,G1,HR_147,4,,,,4/20,,,,,5/5,,,,,,
126,3,36,L,G1,HR_147,5,,,,,,,,,,,,,,,
126,3,36,R,G1,HR_162,1,1,,,,,,,,,,,,,5/17,
126,3,36,R,G1,HR_162,2,,,4/5,4/20,05/04,,,,5/5,4/5,1,,,,
126,3,36,R,G1,HR_162,3,,,,4/20,05/04,,,,,,,,,,
126,3,36,R,G1,HR_162,4,,,,,,,,,,,,,,,
126,3,36,R,G1,HR_162,5,,,,,,,,,,,,,,,
127,3,37,L,G2,HR_116,1,,,,,,,,,,,,,,,
127,3,37,L,G2,HR_116,2,,,,4/20,05/04,,,,5/5,4/20,1,,,6/14,
127,3,37,L,G2,HR_116,3,3,,4/5,4/20,,,,,,4/5,,,,,"photo taken 4/5, marked 6/19"
127,3,37,L,G2,HR_116,4,,,,,,,,,,,,,,,
127,3,37,L,G2,HR_116,5,,,,,,,,,,,,,,,
127,3,37,R,G1,HR_046,1,,,4/5,,,,,,,,,,,,
127,3,37,R,G1,HR_046,2,,,,,,,,,,,,,,,
127,3,37,R,G1,HR_046,3,3,,4/5,,,,,,,4/5,,,,5/17,
127,3,37,R,G1,HR_046,4,,,4/5,4/20,,,,,5/5,,,,,,
127,3,37,R,G1,HR_046,5,,,4/5,,,,,,,,,,,,
128,3,38,L,G1,HR_014,1,,,,,,,,,,,,,,,
128,3,38,L,G1,HR_014,2,,,,,,,,,,,,,,,
128,3,38,L,G1,HR_014,3,,,,,,,,,,,,,,,
128,3,38,L,G1,HR_014,4,,,,4/20,05/04,,,,5/5,4/20,1,,,,
128,3,38,L,G1,HR_014,5,5,,4/5,4/20,,,,,,,,,,6/1,
128,3,38,R,G1,HR_020,1,,,4/5,4/20,,,,,5/5,4/5,,,,6/14,
128,3,38,R,G1,HR_020,2,,,,4/20,05/04,,,,,,,,,,
128,3,38,R,G1,HR_020,3,3,,,,,,,,,,,,,,
128,3,38,R,G1,HR_020,4,,,4/5,4/20,,,,,,4/5,,,,,
128,3,38,R,G1,HR_020,5,,,,4/20,,,,,,,,,,,
129,3,39,L,G1,HR_147,1,,,4/5,4/20,,,,,,,,,,,
129,3,39,L,G1,HR_147,2,,,4/5,,,,,,,4/5,,,,,
129,3,39,L,G1,HR_147,3,,,,,,,,,,,,,,,
129,3,39,L,G1,HR_147,4,,,,,,,,,,,,,,,
129,3,39,L,G1,HR_147,5,5,,4/5,4/20,,,,,,,,,,5/17,
129,3,39,R,G1,HR_032,1,,,4/5,,,,,,5/5,,,,,,
129,3,39,R,G1,HR_032,2,2,,4/5,,,,,,,4/5,,,,6/1,
129,3,39,R,G1,HR_032,3,,,4/5,,,,,,,,,,,,
129,3,39,R,G1,HR_032,4,,,,,,,,,,,,,,,
129,3,39,R,G1,HR_032,5,,,4/5,4/20,,,,,,,,,,,
130,3,40,L,G2,HR_173,1,1,,,4/20,05/04,,,,,,,,,6/1,
130,3,40,L,G2,HR_173,2,,,4/5,4/20,05/04,,,,5/5,4/5,,,,,
130,3,40,L,G2,HR_173,3,,,,4/20,,,,,,,,,,,
130,3,40,L,G2,HR_173,4,,,,,,,,,,,,,,,
130,3,40,L,G2,HR_173,5,,,,,,,,,,,,,,,
130,3,40,R,G2,HR_119,1,,,4/5,4/20,05/04,,,,5/5,,2,,,,
130,3,40,R,G2,HR_119,2,,,4/5,4/20,,,,,,,,,,,
130,3,40,R,G2,HR_119,3,,,,4/20,,,,,,,,,,,
130,3,40,R,G2,HR_119,4,4,,4/5,4/20,05/04,,,,,4/5,,,,6/1,
130,3,40,R,G2,HR_119,5,,,4/5,4/20,,,,,,,,,,,
131,3,41,L,G1,HR_166,1,,,,4/20,,,,,,,,,,,
131,3,41,L,G1,HR_166,2,,,,,,,,,,,,,,,
131,3,41,L,G1,HR_166,3,,,,,,,,,,,,,,,
131,3,41,L,G1,HR_166,4,,,,,,,,,,,,,,,
131,3,41,L,G1,HR_166,5,5,,4/5,4/20,05/04,,,,,4/5,1,,,6/1,
131,3,41,R,G1,HR_037,1,,,4/5,4/20,05/04,,,,,,,,,,
131,3,41,R,G1,HR_037,2,,,4/5,4/20,05/04,,,,5/5,,,,,,
131,3,41,R,G1,HR_037,3,,,4/5,4/20,,,,,,,,,,,
131,3,41,R,G1,HR_037,4,,,4/5,4/20,,,,,,4/5,,,,,
131,3,41,R,G1,HR_037,5,5,,,4/20,,,,,,,,,,5/17,
132,3,42,L,G1,HR_078,1,,,,,,,,,,,,,,,
132,3,42,L,G1,HR_078,2,2,,4/5,4/20,05/04,05/17,,,,4/20,5,1,,6/1,
132,3,42,L,G1,HR_078,3,,,,,,,,,,,,,,,
132,3,42,L,G1,HR_078,4,,,,,,,,,,,,,,,
132,3,42,L,G1,HR_078,5,,,4/5,4/20,,,,,5/5,4/5,,,,,
132,3,42,R,G2,HR_153,1,,,4/5,4/20,,,,,,,,,,6/14,
132,3,42,R,G2,HR_153,2,,3/23,4/5,4/20,,,,,5/5,4/5,,,,,
132,3,42,R,G2,HR_153,3,3,,,4/20,,,,,,,,,,,
132,3,42,R,G2,HR_153,4,,,,,,,,,,,,,,,
132,3,42,R,G2,HR_153,5,,,4/5,4/20,,,,,,,,,,,
133,3,43,L,G2,HR_068,1,1,,,4/20,05/04,,,,,05/04,2,,,6/1,
133,3,43,L,G2,HR_068,2,,,,,,,,,,,,,,,
133,3,43,L,G2,HR_068,3,,,,,,,,,,,,,,,
133,3,43,L,G2,HR_068,4,,,,,,,,,,,,,,,
133,3,43,L,G2,HR_068,5,,,,,,,,,,,,,,,
133,3,43,R,G2,HR_023,1,,,,,,,,,,,,,,,
133,3,43,R,G2,HR_023,2,,,,,,,,,,,,,,,
133,3,43,R,G2,HR_023,3,3,,4/5,4/20,,,,,,4/5,,,,6/1,
133,3,43,R,G2,HR_023,4,,,,,,,,,,,,,,,
133,3,43,R,G2,HR_023,5,,,4/5,4/20,,,,,,,,,,,
134,3,44,L,G2,HR_026,1,,,,4/20,,,,,5/5,,,,,,
134,3,44,L,G2,HR_026,2,,,,,,,,,,,,,,,
134,3,44,L,G2,HR_026,3,,,,4/20,,,,,,,,,,,
134,3,44,L,G2,HR_026,4,4,,4/5,4/20,05/04,,,,,4/5,3,,,6/1,
134,3,44,L,G2,HR_026,5,,,4/5,4/20,,,,,,4/5,,,,,
134,3,44,R,G1,HR_142,1,1,3/23,4/5,,,,,,,3/23,,,,,
134,3,44,R,G1,HR_142,2,,,4/5,4/20,,,,,5/5,,,,,,
134,3,44,R,G1,HR_142,3,,,,4/20,,,,,,,,,,,
134,3,44,R,G1,HR_142,4,,,,,,,,,,,,,,,
134,3,44,R,G1,HR_142,5,,,,,,,,,,,,,,,
135,3,45,L,G1,HR_180,1,,,,,,,,,,,,,,,
135,3,45,L,G1,HR_180,2,,,,,,,,,,,,,,,
135,3,45,L,G1,HR_180,3,,,,,,,,,,,,,,,
135,3,45,L,G1,HR_180,4,,,,,,,,,,,,,,,
135,3,45,L,G1,HR_180,5,,,,,,,,,,,,,,,
135,3,45,R,G2,HR_126,1,,,,,,,,,,,,,,,
135,3,45,R,G2,HR_126,2,,,4/5,4/20,,,,,,,,,,,
135,3,45,R,G2,HR_126,3,,,4/5,4/20,,,,,5/5,,,,,,
135,3,45,R,G2,HR_126,4,,,4/5,,,,,,,,,,,,
135,3,45,R,G2,HR_126,5,5,,4/5,,,,,,,4/5,,,,5/17,
136,4,1,L,G2,HR_108,1,,,4/5,4/20,05/04,,,,5/5,,2,,,,
136,4,1,L,G2,HR_108,2,,,4/5,4/20,,,,,,,,,,,
136,4,1,L,G2,HR_108,3,,,4/5,,,,,,,,,,,,
136,4,1,L,G2,HR_108,4,,,,4/20,,,,,,,,,,,
136,4,1,L,G2,HR_108,5,5,,4/5,4/20,,,,,,4/5,,,,6/1,
136,4,1,R,G2,HR_177,1,,,4/5,4/20,,,,,,,,,,,
136,4,1,R,G2,HR_177,2,2,,4/5,,,,,,,4/5,,,,5/17,
136,4,1,R,G2,HR_177,3,,,4/5,4/20,,,,,,,,,,,
136,4,1,R,G2,HR_177,4,,,4/5,4/20,,,,,,,,,,,
136,4,1,R,G2,HR_177,5,,,4/5,4/20,,,,,5/5,,,,,,
137,4,2,L,G1,HR_124,1,1,,,4/20,,,,,,,,,,5/17,mixed up -165 and -124 on 4/5?
137,4,2,L,G1,HR_124,2,,,4/5,,,,,,,4/5,,,,,
137,4,2,L,G1,HR_124,3,,,4/5,,,,,,,,,,,,
137,4,2,L,G1,HR_124,4,,,4/5,,,,,,,,,,,,
137,4,2,L,G1,HR_124,5,,,,,,,,,,,,,,,
137,4,2,R,G1,HR_165,1,,,,,,,,,,,,,,,mixed up -165 and -124 on 4/5?
137,4,2,R,G1,HR_165,2,2,,,4/20,,,,,,4/20,,,,5/17,
137,4,2,R,G1,HR_165,3,,,,4/20,,,,,,,,,,,
137,4,2,R,G1,HR_165,4,,,,4/20,,,,,,,,,,,
137,4,2,R,G1,HR_165,5,,,,,,,,,,,,,,,
138,4,3,L,G1,HR_019,1,,,,,,,,,,,,,,,
138,4,3,L,G1,HR_019,2,,,4/5,4/20,05/04,,,,5/5,,1,,,,
138,4,3,L,G1,HR_019,3,,,,,,,,,,,,,,,
138,4,3,L,G1,HR_019,4,4,,4/5,4/20,05/04,,,,,4/5,1,,,6/1,
138,4,3,L,G1,HR_019,5,,,,4/20,,,,,,,,,,,
138,4,3,R,G2,HR_123,1,,,,,,,,,,,,,,,
138,4,3,R,G2,HR_123,2,,,,,,,,,,,,,,,
138,4,3,R,G2,HR_123,3,,,4/5,4/20,05/04,,,,5/5,,1,,,,
138,4,3,R,G2,HR_123,4,,,4/5,4/20,,,,,,,,,,,
138,4,3,R,G2,HR_123,5,5,,4/5,,,,,,,4/5,,,,5/17,
139,4,4,L,G2,HR_190,1,,,4/5,4/20,05/04,,,,,,,,,,
139,4,4,L,G2,HR_190,2,,,4/5,4/20,,,,,5/5,4/20,,,,,
139,4,4,L,G2,HR_190,3,,,4/5,4/20,,,,,,,,,,,
139,4,4,L,G2,HR_190,4,4,,4/5,4/20,,,,,,4/5,,,,5/17,"photo taken 4/5, marked 6/19"
139,4,4,L,G2,HR_190,5,,,,,,,,,,,,,,,
139,4,4,R,G1,HR_015,1,,,,,,,,,,,,,,,
139,4,4,R,G1,HR_015,2,,,,,,,,,,,,,,,
139,4,4,R,G1,HR_015,3,,,,,,,,,,,,,,,
139,4,4,R,G1,HR_015,4,,,,,,,,,,,,,,,
139,4,4,R,G1,HR_015,5,5,,4/5,4/20,,,,,,4/5,,,,5/17,
140,4,5,L,G1,HR_041,1,,,,,,,,,,,,,,,
140,4,5,L,G1,HR_041,2,,,,,,,,,,,,,,,
140,4,5,L,G1,HR_041,3,3,,,4/20,,,,,,,,,,"5/17, 6/1",
140,4,5,L,G1,HR_041,4,,,,4/20,,,,,,,,,,,
140,4,5,L,G1,HR_041,5,,,,4/20,05/04,,,,5/5,4/5,,,,,partial male sterile
140,4,5,R,G2,HR_135,1,,,,,,,,,,,,,,,
140,4,5,R,G2,HR_135,2,,,,,,,,,,,,,,,
140,4,5,R,G2,HR_135,3,,,4/5,4/20,05/04,,,,5/5,,,,,,
140,4,5,R,G2,HR_135,4,4,,4/5,4/20,05/04,,,,,4/5,,,,6/1,
140,4,5,R,G2,HR_135,5,,,,,,,,,,,,,,,
141,4,6,L,G1,HR_006,1,1,,,4/20,,,,,,,,,,5/17,
141,4,6,L,G1,HR_006,2,,,4/5,,,,,,5/5,4/5,,,,,
141,4,6,L,G1,HR_006,3,,,,,,,,,,,,,,,
141,4,6,L,G1,HR_006,4,,,4/5,,,,,,,,,,,,
