Sequence,Transect,Segment,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
65,2,29,R,G2,AC_046,1,,,,,,,,,,,,,,,
65,2,29,R,G2,AC_046,2,,,,,,,,,,,,,,,
65,2,29,R,G2,AC_046,3,3,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,6/22/2023,
65,2,29,R,G2,AC_046,4,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
65,2,29,R,G2,AC_046,5,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
66,2,30,L,G1,AC_088,1,,,4/28/2023,,,,,,5/12/2023,,,,,,
66,2,30,L,G1,AC_088,2,,,,,,,,,,,,,,,
66,2,30,L,G1,AC_088,3,3,,4/28/2023,5/12/2023,,,,,,,,,,6/8/2023,
66,2,30,L,G1,AC_088,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
66,2,30,L,G1,AC_088,5,,,,,,,,,,,,,,,
66,2,30,R,G2,AC_114,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
66,2,30,R,G2,AC_114,2,2,,,,5/26/2023,,,,,,,,,6/8/2023,
66,2,30,R,G2,AC_114,3,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,4/28/2023,,,,,
66,2,30,R,G2,AC_114,4,,,,,,,,,,,,,,,
66,2,30,R,G2,AC_114,5,,,,,,,,,,,,,,,
67,2,31,L,G2,AC_200,1,,,,,,,,,,,,,,,
67,2,31,L,G2,AC_200,2,2,,4/28/2023,5/12/2023,,,,,,,,,,6/8/2023,
67,2,31,L,G2,AC_200,3,,4/14/2023,4/28/2023,5/12/2023,,,,,,4/14/2023,,,,,
67,2,31,L,G2,AC_200,4,,4/14/2023,4/28/2023,,,,,,5/26/2023,,,,,,
67,2,31,L,G2,AC_200,5,,,,,,,,,,,,,,,
67,2,31,R,G2,AC_203,1,,,,,5/26/2023,,,,,5/26/2023,,,,,
67,2,31,R,G2,AC_203,2,,,,,,,,,,,,,,,
67,2,31,R,G2,AC_203,3,,,,,,,,,,,,,,,
67,2,31,R,G2,AC_203,4,,,4/28/2023,5/12/2023,,,,,5/26/2023,,,,,,
67,2,31,R,G2,AC_203,5,5,,4/28/2023,5/12/2023,,,,,,,,,,6/22/2023,
68,2,32,L,G2,AC_074,1,,,,,,,,,,,,,,,
68,2,32,L,G2,AC_074,2,,,,,,,,,,,,,,,
68,2,32,L,G2,AC_074,3,,,,,,,,,,,,,,,
68,2,32,L,G2,AC_074,4,4,,4/28/2023,,,,,,,,,,,5/26/2023,"4, not 5"
68,2,32,L,G2,AC_074,5,,,,,,,,,,,,,,,
68,2,32,R,G1,AC_046,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
68,2,32,R,G1,AC_046,2,,,,,,,,,,,,,,,
68,2,32,R,G1,AC_046,3,3,4/14/2023,4/28/2023,5/12/2023,,,,,,4/14/2023,,,,5/26/2023,
68,2,32,R,G1,AC_046,4,,,4/28/2023,5/12/2023,,,,,5/26/2023,,,,,,
68,2,32,R,G1,AC_046,5,,,,,,,,,,,,,,,
69,2,33,L,G1,AC_187,1,,,,,,,,,,,,,,,
69,2,33,L,G1,AC_187,2,,,,,,,,,,,,,,,
69,2,33,L,G1,AC_187,3,,,,,,,,,,,,,,,
69,2,33,L,G1,AC_187,4,4,,4/28/2023,5/12/2023,,,,,,,,,,6/8/2023,
69,2,33,L,G1,AC_187,5,,,4/28/2023,,,,,,,,,,,,
69,2,33,R,G1,AC_182,1,,,4/28/2023,,,,,,,,,,,,
69,2,33,R,G1,AC_182,2,2,,4/28/2023,5/12/2023,,,,,,,,,,6/8/2023,
69,2,33,R,G1,AC_182,3,,,,,,,,,,,,,,,
69,2,33,R,G1,AC_182,4,,,,,,,,,,,,,,,
69,2,33,R,G1,AC_182,5,,,,,,,,,,,,,,,
70,2,34,L,G2,AC_095,1,,,,,,,,,,,,,,,
70,2,34,L,G2,AC_095,2,,,,,,,,,,,,,,,
70,2,34,L,G2,AC_095,3,,,,,,,,,,,,,,,
70,2,34,L,G2,AC_095,4,,,,,,,,,,,,,,,
70,2,34,L,G2,AC_095,5,5,,,,5/26/2023,,,,,5/26/2023,,1,,6/8/2023,
70,2,34,R,G2,AC_092,1,,,,,,,,,,,,,,,
70,2,34,R,G2,AC_092,2,2,,4/28/2023,,,,,,,,,,,6/8/2023,
70,2,34,R,G2,AC_092,3,,4/14/2023,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,4/14/2023,,,,,retake if possible
70,2,34,R,G2,AC_092,4,,,,,,,,,,,,,,,
70,2,34,R,G2,AC_092,5,,,,,,,,,,,,,,,
71,2,35,L,G2,AC_205,1,,,,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
71,2,35,L,G2,AC_205,2,,4/14/2023,4/28/2023,,,,,,,4/14/2023,,,,,
71,2,35,L,G2,AC_205,3,,,4/28/2023,,,,,,,,,,,,
71,2,35,L,G2,AC_205,4,4,,4/28/2023,5/12/2023,5/26/2023,,,,,5/26/2023,,1,,6/8/2023,
71,2,35,L,G2,AC_205,5,,,,,,,,,,,,,,,
71,2,35,R,G2,AC_186,1,,,,,,,,,,,,,,,
71,2,35,R,G2,AC_186,2,,,,,,,,,,,,,,,
71,2,35,R,G2,AC_186,3,,,,,,,,,,,,,,,
71,2,35,R,G2,AC_186,4,,,,,,,,,,,,,,,
71,2,35,R,G2,AC_186,5,,,,,,,,,,,,,,,
72,2,36,L,G1,AC_158,1,,,,,,,,,,,,,,,
72,2,36,L,G1,AC_158,2,2,4/14/2023,4/28/2023,5/12/2023,,,,,,4/14/2023,,,,6/8/2023,
72,2,36,L,G1,AC_158,3,,,,,,,,,,,,,,,
72,2,36,L,G1,AC_158,4,,,,,,,,,,,,,,,
72,2,36,L,G1,AC_158,5,,4/14/2023,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
72,2,36,R,G2,AC_048,1,,,,,,,,,,,,,,,
72,2,36,R,G2,AC_048,2,,,,,,,,,,,,,,,
72,2,36,R,G2,AC_048,3,,,,,,,,,,,,,,,
72,2,36,R,G2,AC_048,4,4,,,,5/26/2023,,,,,,,,,5/26/2023,Flowered before 5-26 maybe one week earlier
72,2,36,R,G2,AC_048,5,,,,,,,,,,,,,,,
73,3,1,L,G1,AC_052,1,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
73,3,1,L,G1,AC_052,2,,,,,,,,,,,,,,,
73,3,1,L,G1,AC_052,3,3,,,5/12/2023,,,,,,5/12/2023,,,,5/26/2023,
73,3,1,L,G1,AC_052,4,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
73,3,1,L,G1,AC_052,5,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
73,3,1,R,G2,AC_113,1,,,,,,,,,,,,,,,
73,3,1,R,G2,AC_113,2,2,,,5/12/2023,,,,,,,,,,5/26/2023,
73,3,1,R,G2,AC_113,3,,,,5/12/2023,5/26/2023,,,,,5/12/2023,,,,,
73,3,1,R,G2,AC_113,4,,,,5/12/2023,,,,,,,,,,,
73,3,1,R,G2,AC_113,5,,,,5/12/2023,,,,,5/12/2023,,,,,,
74,3,2,L,G1,AC_215,1,1,,4/28/2023,5/12/2023,,,,,,5/12/2023,,,,,
74,3,2,L,G1,AC_215,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
74,3,2,L,G1,AC_215,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
74,3,2,L,G1,AC_215,4,,,,,,,,,,,,,,,
74,3,2,L,G1,AC_215,5,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
74,3,2,R,G1,AC_038,1,,,,,,,,,,,,,,,
74,3,2,R,G1,AC_038,2,,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,,
74,3,2,R,G1,AC_038,3,3,,,5/12/2023,5/26/2023,,,,,5/26/2023,,2,,6/22/2023,
74,3,2,R,G1,AC_038,4,,,,,,,,,,,,,,,
74,3,2,R,G1,AC_038,5,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
75,3,3,L,G2,AC_089,1,,,,5/12/2023,5/26/2023,,,,,,,,,,
75,3,3,L,G2,AC_089,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
75,3,3,L,G2,AC_089,3,3,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,6/8/2023,
75,3,3,L,G2,AC_089,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
75,3,3,L,G2,AC_089,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
75,3,3,R,G1,AC_190,1,,,,5/12/2023,,,,,,,,,,,
75,3,3,R,G1,AC_190,2,2,,,5/12/2023,,,,,,5/12/2023,,,,,
75,3,3,R,G1,AC_190,3,,,,5/12/2023,5/26/2023,,,,,,,,,,
75,3,3,R,G1,AC_190,4,,,,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
75,3,3,R,G1,AC_190,5,,,,,5/26/2023,,,,,,,,,,
76,3,4,L,G2,AC_197,1,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
76,3,4,L,G2,AC_197,2,2,,,5/12/2023,5/26/2023,,,,,,,,,6/8/2023,
76,3,4,L,G2,AC_197,3,,,,,,,,,,,,,,,
76,3,4,L,G2,AC_197,4,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
76,3,4,L,G2,AC_197,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
76,3,4,R,G1,AC_057,1,1,,,5/12/2023,,,,,,5/12/2023,,,,6/8/2023,
76,3,4,R,G1,AC_057,2,,,,,,,,,,,,,,,
76,3,4,R,G1,AC_057,3,,,,,,,,,,,,,,,
76,3,4,R,G1,AC_057,4,,,,,,,,,,,,,,,
76,3,4,R,G1,AC_057,5,,,,,,,,,,,,,,,
77,3,5,L,G2,AC_197,1,1,,4/28/2023,5/12/2023,,,,,,"4/28,6/18",,,,6/8/2023,
77,3,5,L,G2,AC_197,2,,,,5/12/2023,,,,,,,,,,,
77,3,5,L,G2,AC_197,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
77,3,5,L,G2,AC_197,4,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
77,3,5,L,G2,AC_197,5,,,,5/12/2023,,,,,,,,,,,
77,3,5,R,G1,AC_159,1,,,,,,,,,,,,,,,
77,3,5,R,G1,AC_159,2,,,,,,,,,,,,,,,
77,3,5,R,G1,AC_159,3,,,,,,,,,,,,,,,
77,3,5,R,G1,AC_159,4,,,,,,,,,,,,,,,
77,3,5,R,G1,AC_159,5,,,,,,,,,,,,,,,
78,3,6,L,G1,AC_082,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
78,3,6,L,G1,AC_082,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
78,3,6,L,G1,AC_082,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
78,3,6,L,G1,AC_082,4,4,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
78,3,6,L,G1,AC_082,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
78,3,6,R,G2,AC_096,1,,,,5/12/2023,,,,,5/12/2023,,,,,,
78,3,6,R,G2,AC_096,2,2,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
78,3,6,R,G2,AC_096,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
78,3,6,R,G2,AC_096,4,,,,,,,,,,,,,,,
78,3,6,R,G2,AC_096,5,,,,,,,,,,,,,,,
79,3,7,L,G1,AC_099,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
79,3,7,L,G1,AC_099,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
79,3,7,L,G1,AC_099,3,,,,,,,,,,,,,,,
79,3,7,L,G1,AC_099,4,,,,,,,,,,,,,,,
79,3,7,L,G1,AC_099,5,5,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
79,3,7,R,G2,AC_154,1,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
79,3,7,R,G2,AC_154,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
79,3,7,R,G2,AC_154,3,3,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,1,,6/8/2023,
79,3,7,R,G2,AC_154,4,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
79,3,7,R,G2,AC_154,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
80,3,8,L,G1,AC_010,1,1,,,5/12/2023,,,,,,,,,,6/8/2023,
80,3,8,L,G1,AC_010,2,,,,,,,,,,,,,,,
80,3,8,L,G1,AC_010,3,,,,,,,,,,,,,,,
80,3,8,L,G1,AC_010,4,,,,,,,,,,,,,,,
80,3,8,L,G1,AC_010,5,,,,,,,,,,,,,,,
80,3,8,R,G2,AC_181,1,,,,,,,,,,,,,,,
80,3,8,R,G2,AC_181,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
80,3,8,R,G2,AC_181,3,3,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,5/26/2023,
80,3,8,R,G2,AC_181,4,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
80,3,8,R,G2,AC_181,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
81,3,9,L,G1,AC_005,1,1,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,5/26/2023,
81,3,9,L,G1,AC_005,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
81,3,9,L,G1,AC_005,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
81,3,9,L,G1,AC_005,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
81,3,9,L,G1,AC_005,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
81,3,9,R,G1,AC_187,1,1,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
81,3,9,R,G1,AC_187,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
81,3,9,R,G1,AC_187,3,,,,,,,,,,,,,,,
81,3,9,R,G1,AC_187,4,,,,,,,,,,,,,,,
81,3,9,R,G1,AC_187,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
82,3,10,L,G1,AC_094,1,,,,,,,,,,,,,,,
82,3,10,L,G1,AC_094,2,,,,,,,,,,,,,,,
82,3,10,L,G1,AC_094,3,3,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,6/8/2023,
82,3,10,L,G1,AC_094,4,,,,,,,,,,,,,,,
82,3,10,L,G1,AC_094,5,,,,,,,,,,,,,,,
82,3,10,R,G2,AC_190,1,,,4/28/2023,,,,,,,,,,,,
82,3,10,R,G2,AC_190,2,,,,,,,,,,,,,,,
82,3,10,R,G2,AC_190,3,,,,,,,,,,,,,,,
82,3,10,R,G2,AC_190,4,4,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
82,3,10,R,G2,AC_190,5,,,,,,,,,,,,,,,
83,3,11,L,G2,AC_148,1,,,,,,,,,,,,,,,
83,3,11,L,G2,AC_148,2,2,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
83,3,11,L,G2,AC_148,3,,,,,,,,,,,,,,,
83,3,11,L,G2,AC_148,4,,,,,,,,,,,,,,,
83,3,11,L,G2,AC_148,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
83,3,11,R,G1,AC_096,1,1,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,5/26/2023,
83,3,11,R,G1,AC_096,2,,,,,,,,,,,,,,,
83,3,11,R,G1,AC_096,3,,,,,,,,,,,,,,,
83,3,11,R,G1,AC_096,4,,,,,,,,,,,,,,,
83,3,11,R,G1,AC_096,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
84,3,12,L,G2,AC_068,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
84,3,12,L,G2,AC_068,2,,,,,,,,,,,,,,,
84,3,12,L,G2,AC_068,3,,,,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
84,3,12,L,G2,AC_068,4,,,,,,,,,,,,,,,
84,3,12,L,G2,AC_068,5,5,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
84,3,12,R,G1,AC_057,1,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
84,3,12,R,G1,AC_057,2,,,,,,,,,,,,,,,
84,3,12,R,G1,AC_057,3,,,,,,,,,,,,,,,
84,3,12,R,G1,AC_057,4,4,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
84,3,12,R,G1,AC_057,5,,,,,,,,,,,,,,,
85,3,13,L,G2,AC_064,1,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
85,3,13,L,G2,AC_064,2,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
85,3,13,L,G2,AC_064,3,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
85,3,13,L,G2,AC_064,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
85,3,13,L,G2,AC_064,5,5,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,1,,6/8/2023,
85,3,13,R,G2,AC_100,1,,,,,,,,,,,,,,,
85,3,13,R,G2,AC_100,2,,,,,,,,,,,,,,,
85,3,13,R,G2,AC_100,3,3,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,6/8/2023,
85,3,13,R,G2,AC_100,4,,,,,,,,,,,,,,,
85,3,13,R,G2,AC_100,5,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
86,3,14,L,G2,AC_075,1,,,4/28/2023,,,,,,,,,,,,
86,3,14,L,G2,AC_075,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
86,3,14,L,G2,AC_075,3,3,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,1,,6/22/2023,
86,3,14,L,G2,AC_075,4,,,4/28/2023,5/12/2023,,,,,,,,,,,
86,3,14,L,G2,AC_075,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
86,3,14,R,G2,AC_185,1,,,,,,,,,,,,,,,
86,3,14,R,G2,AC_185,2,2,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
86,3,14,R,G2,AC_185,3,,,,,,,,,,,,,,,
86,3,14,R,G2,AC_185,4,,,,,,,,,,,,,,,
86,3,14,R,G2,AC_185,5,,,,5/12/2023,,,,,,,,,,,
87,3,15,L,G1,AC_212,1,,,,,,,,,,,,,,,
87,3,15,L,G1,AC_212,2,,,,,,,,,,,,,,,
87,3,15,L,G1,AC_212,3,,,,,,,,,,,,,,,
87,3,15,L,G1,AC_212,4,,,,,,,,,,,,,,,
87,3,15,L,G1,AC_212,5,,,,,,,,,,,,,,,
87,3,15,R,G2,AC_088,1,1,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,1,,6/22/2023,
87,3,15,R,G2,AC_088,2,,,4/28/2023,5/12/2023,,,,,,,,,,,
87,3,15,R,G2,AC_088,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
87,3,15,R,G2,AC_088,4,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
87,3,15,R,G2,AC_088,5,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
88,3,16,L,G2,AC_114,1,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
88,3,16,L,G2,AC_114,2,,,,,,,,,,,,,,,
88,3,16,L,G2,AC_114,3,3,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
88,3,16,L,G2,AC_114,4,,,,,,,,,,,,,,,
88,3,16,L,G2,AC_114,5,,,4/28/2023,,,,,,,,,,,,
88,3,16,R,G1,AC_144,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
88,3,16,R,G1,AC_144,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
88,3,16,R,G1,AC_144,3,,,,,,,,,,,,,,,
88,3,16,R,G1,AC_144,4,,,,,,,,,,,,,,,
88,3,16,R,G1,AC_144,5,5,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,6/22/2023,
89,3,17,L,G1,AC_122,1,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
89,3,17,L,G1,AC_122,2,2,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,6/8/2023,
89,3,17,L,G1,AC_122,3,,,,,,,,,,,,,,,
89,3,17,L,G1,AC_122,4,,,,,,,,,,,,,,,
89,3,17,L,G1,AC_122,5,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
89,3,17,R,G1,AC_159,1,,,,,,,,,,,,,,,
89,3,17,R,G1,AC_159,2,,,,,,,,,,,,,,,
89,3,17,R,G1,AC_159,3,3,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,,
89,3,17,R,G1,AC_159,4,,,,,,,,,,,,,,,
89,3,17,R,G1,AC_159,5,,,,,5/26/2023,,,,,,,,,,
90,3,18,L,G2,AC_068,1,,,,,,,,,,,,,,,
90,3,18,L,G2,AC_068,2,,,,,5/26/2023,,,,,,,,,,
90,3,18,L,G2,AC_068,3,,,,,5/26/2023,,,,,,,,,,
90,3,18,L,G2,AC_068,4,,,,,5/26/2023,,,,,,,,,,
90,3,18,L,G2,AC_068,5,5,,,,5/26/2023,,,,,,,,,,
90,3,18,R,G1,AC_064,1,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
90,3,18,R,G1,AC_064,2,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
90,3,18,R,G1,AC_064,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
90,3,18,R,G1,AC_064,4,4,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,6/8/2023,
90,3,18,R,G1,AC_064,5,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
91,3,19,L,G1,AC_215,1,,,4/28/2023,5/12/2023,,,,,,,,,,,
91,3,19,L,G1,AC_215,2,2,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
91,3,19,L,G1,AC_215,3,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
91,3,19,L,G1,AC_215,4,,4/14/2023,4/28/2023,,5/26/2023,,,,5/12/2023,4/14/2023,,,,,
91,3,19,L,G1,AC_215,5,,,,5/12/2023,,,,,,,,,,,
91,3,19,R,G2,AC_099,1,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
91,3,19,R,G2,AC_099,2,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
91,3,19,R,G2,AC_099,3,,,,,,,,,,,,,,,
91,3,19,R,G2,AC_099,4,,,,,,,,,,,,,,,
91,3,19,R,G2,AC_099,5,5,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,6/8/2023,
92,3,20,L,G1,AC_016,1,,,,,,,,,,,,,,,
92,3,20,L,G1,AC_016,2,,,,,,,,,,,,,,,
92,3,20,L,G1,AC_016,3,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
92,3,20,L,G1,AC_016,4,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
92,3,20,L,G1,AC_016,5,5,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,6/8/2023,
92,3,20,R,G1,AC_038,1,,,,,,,,,,,,,,,
92,3,20,R,G1,AC_038,2,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
92,3,20,R,G1,AC_038,3,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
92,3,20,R,G1,AC_038,4,4,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,2,,6/8/2023,
92,3,20,R,G1,AC_038,5,,,4/28/2023,5/12/2023,,,,,,,,,,,
93,3,21,L,G1,AC_215,1,,4/14/2023,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
93,3,21,L,G1,AC_215,2,2,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,6/8/2023,
93,3,21,L,G1,AC_215,3,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
93,3,21,L,G1,AC_215,4,,4/14/2023,4/28/2023,5/12/2023,,,,,,4/14/2023,,,,,
93,3,21,L,G1,AC_215,5,,4/14/2023,4/28/2023,5/12/2023,5/26/2023,6/7/2023,,,,,,,2,,
93,3,21,R,G1,AC_199,1,,,,,,,,,,,,,,,
93,3,21,R,G1,AC_199,2,,,4/28/2023,,5/26/2023,,,,,,,,,,
93,3,21,R,G1,AC_199,3,,,4/28/2023,,,,,,,,,,,,
93,3,21,R,G1,AC_199,4,,,4/28/2023,,,,,,5/12/2023,,,,,,
93,3,21,R,G1,AC_199,5,5,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,6/8/2023,
94,3,22,L,G2,AC_206,1,1,,4/28/2023,,,,,,,,,,,,
94,3,22,L,G2,AC_206,2,,,,,,,,,,,,,,,
94,3,22,L,G2,AC_206,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,4/28/2023,,,,,
94,3,22,L,G2,AC_206,4,,,,,,,,,,,,,,,
94,3,22,L,G2,AC_206,5,,,4/28/2023,,,,,,,,,,,,
94,3,22,R,G1,AC_190,1,1,,4/28/2023,5/12/2023,5/26/2023,,,,,4/28/2023,,,,,
94,3,22,R,G1,AC_190,2,,,4/28/2023,,,,,,,,,,,,
94,3,22,R,G1,AC_190,3,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
94,3,22,R,G1,AC_190,4,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
94,3,22,R,G1,AC_190,5,,,4/28/2023,,,,,,,,,,,,
95,3,23,L,G2,AC_038,1,,,4/28/2023,5/12/2023,5/26/2023,,,,5/12/2023,,,,,,
95,3,23,L,G2,AC_038,2,,,,,,,,,,,,,,,
95,3,23,L,G2,AC_038,3,,,,,,,,,,,,,,,
95,3,23,L,G2,AC_038,4,4,,,5/12/2023,5/26/2023,,,,,,,,,6/22/2023,
95,3,23,L,G2,AC_038,5,,,4/28/2023,5/12/2023,,,,,,4/28/2023,,,,,
95,3,23,R,G1,AC_199,1,1,,4/28/2023,,,,,,,4/28/2023,,,,6/8/2023,
95,3,23,R,G1,AC_199,2,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
95,3,23,R,G1,AC_199,3,,,4/28/2023,5/12/2023,,,,,,,,,,,
95,3,23,R,G1,AC_199,4,,,,,,,,,,,,,,,
95,3,23,R,G1,AC_199,5,,,4/28/2023,,,,,,,,,,,,
96,3,24,L,G1,AC_032,1,,,,,,,,,,,,,,,
96,3,24,L,G1,AC_032,2,,,,,,,,,,,,,,,
96,3,24,L,G1,AC_032,3,,,4/28/2023,5/12/2023,,,,,5/12/2023,,,,,,
96,3,24,L,G1,AC_032,4,,,,,,,,,,,,,,,
96,3,24,L,G1,AC_032,5,5,,4/28/2023,,,,,,,,,,,,
96,3,24,R,G1,AC_211,1,,,4/28/2023,,5/26/2023,,,,5/12/2023,,,,,,
96,3,24,R,G1,AC_211,2,,,4/28/2023,5/12/2023,5/26/2023,,,,,,,,,,
96,3,24,R,G1,AC_211,3,,,,,,,,,,,,,,,
96,3,24,R,G1,AC_211,4,,,4/28/2023,,5/26/2023,,,,,,,,,,
96,3,24,R,G1,AC_211,5,5,,4/28/2023,,,,,,,4/28/2023,,,,5/26/2023,
